adhesivity,particle_size,volume_time_400_scaled,efficiency_time_400,gamma,weight_coefficient
0.0,0.02,0.9985673257681779,3.099843838154492e-05,3.099843838154492e-05,0.0
0.0,0.04,1.002324344608213,-1.6424237957415237e-05,-1.6424237957415237e-05,0.0
0.0,0.06,1.0022054247729635,1.1261485356836684e-05,1.1261485356836684e-05,0.0
0.0,0.08,0.9975302698976377,5.1672207966237766e-05,5.1672207966237766e-05,0.0
0.0,0.1,0.999831435486953,2.680442596600125e-06,2.680442596600125e-06,0.0
0.01,0.02,0.9776093458736105,0.02280829142015478,0.02280829142015478,0.0
0.01,0.04,0.9620131425900149,0.022947590134819146,0.022947590134819146,0.0
0.01,0.06,0.9463015229294771,0.023143207390712246,0.023143207390712246,0.0
0.01,0.08,0.9283396806942126,0.0233479762119186,0.0233479762119186,0.0
0.01,0.1,0.9183687198851034,0.023475717432144914,0.023475717432144914,0.0
0.02,0.02,0.9585720284141552,0.044353081940670135,0.044353081940670135,0.0
0.02,0.04,0.92588087120281,0.04466601832392934,0.04466601832392934,0.0
0.02,0.06,0.8967263759390349,0.045017291867318794,0.045017291867318794,0.0
0.02,0.08,0.8675447739348278,0.04537449260650736,0.04537449260650736,0.0
0.02,0.1,0.8473128820551389,0.04566695846592706,0.04566695846592706,0.0
0.03,0.02,0.9411244860167801,0.06485591455476435,0.06485591455476435,0.0
0.03,0.04,0.8933553352403223,0.0653298941253469,0.0653298941253469,0.0
0.03,0.06,0.8526633193311752,0.0658252149663452,0.0658252149663452,0.0
0.03,0.08,0.8140816370534927,0.06632374665661082,0.06632374665661082,0.0
0.03,0.1,0.7853503889911344,0.06676989585615259,0.06676989585615259,0.0
0.04,0.02,0.9249934151983256,0.08447643057039035,0.08447643057039035,0.0
0.04,0.04,0.8639415189336751,0.08509938198852085,0.08509938198852085,0.0
0.04,0.06,0.8133931111770011,0.08572782553406984,0.08572782553406984,0.0
0.04,0.08,0.7670046563952908,0.08635741470529483,0.08635741470529483,0.0
0.04,0.1,0.7313075027036811,0.08694715936101303,0.08694715936101303,0.0
0.05,0.02,0.9099553457169476,0.10334717813608474,0.10334717813608474,0.0
0.05,0.04,0.837212851755566,0.1041075818749733,0.1041075818749733,0.0
0.05,0.06,0.7782841930893948,0.1048589208152124,0.1048589208152124,0.0
0.05,0.08,0.7254757503803362,0.10561011852649707,0.10561011852649707,0.0
0.05,0.1,0.6841384608013829,0.10633430532446339,0.10633430532446339,0.0
0.06,0.02,0.895829610927617,0.12157711403465743,0.12157711403465743,0.0
0.06,0.04,0.8128032027333415,0.12246402582622799,0.12246402582622799,0.0
0.06,0.06,0.7467836860348852,0.1233287378037842,0.1233287378037842,0.0
0.06,0.08,0.6887543425172789,0.12419291150089162,0.12419291150089162,0.0
0.06,0.1,0.6429144006388566,0.12504329775480272,0.12504329775480272,0.0
0.07,0.02,0.8824720011108793,0.13925480707515805,0.13925480707515805,0.0
0.07,0.04,0.7903995675445995,0.14025787617078356,0.14025787617078356,0.0
0.07,0.06,0.7184090875953347,0.14122714631046196,0.14122714631046196,0.0
0.07,0.08,0.6561880433318745,0.14219646662496602,0.14219646662496602,0.0
0.07,0.1,0.606812998590077,0.14316569139495777,0.14316569139495777,0.0
0.08,0.02,0.8697690617045194,0.15645135374406163,0.15645135374406163,0.0
0.08,0.04,0.7697354125808957,0.15756083606823454,0.15756083606823454,0.0
0.08,0.06,0.6927406371873555,0.1586265544833259,0.1586265544833259,0.0
0.08,0.08,0.6272040101103489,0.15969397713056477,0.15969397713056477,0.0
0.08,0.1,0.5751087958117881,0.1607755276039247,0.1607755276039247,0.0
0.09,0.02,0.8576329984915969,0.17322301748517152,0.17322301748517152,0.0
0.09,0.04,0.7505846402297331,0.1744297837964251,0.1744297837964251,0.0
0.09,0.06,0.6694143157585589,0.17558453822573658,0.17558453822573658,0.0
0.09,0.08,0.6013009533214099,0.17674378119817716,0.17674378119817716,0.0
0.09,0.1,0.5471641817854228,0.17793195457385524,0.17793195457385524,0.0
0.1,0.02,0.8459971520749346,0.18961360362071925,0.18961360362071925,0.0
0.1,0.04,0.7327561398322505,0.1909091428294491,0.1909091428294491,0.0
