adhesivity_time_400,particle_size,weight_coefficient
0.07,0.08,9.0
0.08,0.08,9.0
0.09,0.08,9.0
0.1,0.08,9.0
0.01,0.1,9.0
0.02,0.1,9.0
0.03,0.1,9.0
0.04,0.1,9.0
0.05,0.1,9.0
0.06,0.1,9.0
0.07,0.1,9.0
0.08,0.1,9.0
0.09,0.1,9.0
0.1,0.1,9.0
0.03,0.02,9.25
0.04,0.02,9.25
0.05,0.02,9.25
0.06,0.02,9.25
0.07,0.02,9.25
0.08,0.02,9.25
0.09,0.02,9.25
0.1,0.02,9.25
0.11,0.02,9.25
0.12,0.02,9.25
0.01,0.04,9.25
0.02,0.04,9.25
0.03,0.04,9.25
0.04,0.04,9.25
0.05,0.04,9.25
0.06,0.04,9.25
0.07,0.04,9.25
0.08,0.04,9.25
0.09,0.04,9.25
0.1,0.04,9.25
0.01,0.06,9.25
0.02,0.06,9.25
0.03,0.06,9.25
0.04,0.06,9.25
0.05,0.06,9.25
0.06,0.06,9.25
0.07,0.06,9.25
0.08,0.06,9.25
0.09,0.06,9.25
0.1,0.06,9.25
0.01,0.08,9.25
0.02,0.08,9.25
0.03,0.08,9.25
0.04,0.08,9.25
0.05,0.08,9.25
0.06,0.08,9.25
0.07,0.08,9.25
0.08,0.08,9.25
0.09,0.08,9.25
0.1,0.08,9.25
0.01,0.1,9.25
0.02,0.1,9.25
0.03,0.1,9.25
0.04,0.1,9.25
0.05,0.1,9.25
0.06,0.1,9.25
0.07,0.1,9.25
0.08,0.1,9.25
0.09,0.1,9.25
0.1,0.1,9.25
0.03,0.02,9.5
0.04,0.02,9.5
0.05,0.02,9.5
0.06,0.02,9.5
0.07,0.02,9.5
0.08,0.02,9.5
0.09,0.02,9.5
0.1,0.02,9.5
0.11,0.02,9.5
0.12,0.02,9.5
0.01,0.04,9.5
0.02,0.04,9.5
0.03,0.04,9.5
0.04,0.04,9.5
0.05,0.04,9.5
0.06,0.04,9.5
0.07,0.04,9.5
0.08,0.04,9.5
0.09,0.04,9.5
0.1,0.04,9.5
0.01,0.06,9.5
0.02,0.06,9.5
0.03,0.06,9.5
0.04,0.06,9.5
0.05,0.06,9.5
0.06,0.06,9.5
0.07,0.06,9.5
0.08,0.06,9.5
0.09,0.06,9.5
0.1,0.06,9.5
0.01,0.08,9.5
0.02,0.08,9.5
0.03,0.08,9.5
0.04,0.08,9.5
0.05,0.08,9.5
0.06,0.08,9.5
0.07,0.08,9.5
0.08,0.08,9.5
0.09,0.08,9.5
0.1,0.08,9.5
0.01,0.1,9.5
0.02,0.1,9.5
0.03,0.1,9.5
0.04,0.1,9.5
0.05,0.1,9.5
0.06,0.1,9.5
0.07,0.1,9.5
0.08,0.1,9.5
0.09,0.1,9.5
0.1,0.1,9.5
0.03,0.02,9.75
0.04,0.02,9.75
0.05,0.02,9.75
0.06,0.02,9.75
0.07,0.02,9.75
0.08,0.02,9.75
0.09,0.02,9.75
0.1,0.02,9.75
0.11,0.02,9.75
0.12,0.02,9.75
0.01,0.04,9.75
0.02,0.04,9.75
0.03,0.04,9.75
0.04,0.04,9.75
0.05,0.04,9.75
0.06,0.04,9.75
0.07,0.04,9.75
0.08,0.04,9.75
0.09,0.04,9.75
0.1,0.04,9.75
0.01,0.06,9.75
0.02,0.06,9.75
0.03,0.06,9.75
0.04,0.06,9.75
0.05,0.06,9.75
0.06,0.06,9.75
0.07,0.06,9.75
0.08,0.06,9.75
0.09,0.06,9.75
0.1,0.06,9.75
0.01,0.08,9.75
0.02,0.08,9.75
0.03,0.08,9.75
0.04,0.08,9.75
0.05,0.08,9.75
0.06,0.08,9.75
0.07,0.08,9.75
0.08,0.08,9.75
0.09,0.08,9.75
0.1,0.08,9.75
0.01,0.1,9.75
0.02,0.1,9.75
0.03,0.1,9.75
0.04,0.1,9.75
0.05,0.1,9.75
0.06,0.1,9.75
0.07,0.1,9.75
0.08,0.1,9.75
0.09,0.1,9.75
0.1,0.1,9.75
