Sample Size,Mean R2,Std R2
31,0.8422668714663585,0.06508577331984898
32,0.8530054133128555,0.06568742094897964
33,0.8871547559873996,0.032957131724341955
34,0.8225876333449362,0.10221489239491316
35,0.8434841161444669,0.06656932073999408
36,0.8370186747697662,0.05115721044010801
37,0.8858504754671099,0.03993479030379276
38,0.8598700895913097,0.04766420950293432
39,0.8711133304598683,0.05821245453773024
40,0.894078799618906,0.04729620908522434
41,0.8731197789967027,0.05511883062151114
42,0.8636711608953538,0.08407401995072625
43,0.8776523049942533,0.05629249370598194
44,0.8840862031246081,0.06368592613509413
45,0.8811493697711749,0.06385719484632361
46,0.9040843054772114,0.059053999621531635
47,0.9098306685961207,0.0372585603790876
48,0.8868798786610077,0.07341705026199079
49,0.8884948203987735,0.03320341576132224
50,0.9207155106816352,0.022656130855679947
51,0.9230542623331589,0.02068254713900653
52,0.9122538444134511,0.04961169535120782
53,0.9056429607010861,0.06003927475771591
54,0.9269441325183176,0.03516377026860992
55,0.9122220680792775,0.04070759738698307
56,0.8949276947486835,0.03798031653340889
57,0.9146394227176321,0.051483730419801484
58,0.9503697969518266,0.01584324078947689
59,0.9355458823915679,0.0297923929895904
60,0.9105977101061384,0.03771466018047883
61,0.9422322763342879,0.023203960032857587
62,0.9410889204944874,0.02815921749270098
63,0.9470562090203923,0.023118647496616185
64,0.918421939356971,0.03458787756113827
65,0.9367264876650829,0.04142826175552682
66,0.9377825956373304,0.03166932968630246
67,0.9179124316095508,0.03340939239547895
68,0.9299829369354136,0.04559735903815298
69,0.9359010068785016,0.025871109310735683
70,0.9532303028272431,0.016732372121566724
71,0.9516556212941513,0.018238989001435352
72,0.9317651573389002,0.02766145977081755
73,0.954063401054114,0.027066964898112812
74,0.9492838816482594,0.01859609181975426
75,0.9473851380652955,0.03087037790599968
76,0.9611854301761624,0.012985709857076913
77,0.9427802080077342,0.03342632267966904
78,0.9437772020529538,0.023588006534936257
79,0.9500466480893403,0.009817830848773792
80,0.9585880398362704,0.02109560114945507
81,0.9395591090500041,0.025128492926222278
82,0.9572456268470798,0.012233491925436973
83,0.9676890586814704,0.016961412402595244
84,0.9627175218347857,0.014637095073947816
85,0.9464249323364033,0.026099307706983405
86,0.9441810531354479,0.026357289021752845
87,0.966192639358854,0.012725236395709402
88,0.9466998685713073,0.031383455899253336
89,0.9523399400103101,0.02150916464719415
90,0.9534940586093787,0.017379311089613065
91,0.9616386915718438,0.007295685123627841
92,0.9552159608038137,0.019839543379746256
93,0.9614285791541519,0.013855072949173416
94,0.9578648294794373,0.022895981157747932
95,0.9664830523117132,0.01214480504030135
96,0.964239867397529,0.01855403818230267
97,0.956499647875169,0.02726038190736164
98,0.9604865155160767,0.009277029171387442
99,0.96352850042817,0.015919168991669532
100,0.9624936772426059,0.030921032372669778
101,0.9655695064255638,0.012985344108721148
102,0.9638584499400968,0.013167997353451791
103,0.9585685249832627,0.023439192541256548
104,0.9601305447209713,0.028906664877312038
105,0.9657849362099198,0.01406100753117827
106,0.9615243644986171,0.027852477249001646
107,0.9625477388881223,0.01567211991325707
108,0.9641862627581755,0.01786189164498736
109,0.9698158563939924,0.012433989649880824
110,0.9679456020763343,0.010768376001687051
111,0.9708197552369722,0.007435887888465185
112,0.9599763424099882,0.019519372486408317
113,0.964964875399857,0.01605718582554497
114,0.9692506160529749,0.01039107562280301
115,0.9671688209294592,0.02119672586289874
