adhesivity,particle_size,weight_coefficient,gamma
0.23,0.1,0.0,0.38416270877930614
0.24,0.01,0.0,0.38713637000772194
0.24,0.02,0.0,0.38814956447385346
0.24,0.03,0.0,0.38913537634676004
0.24,0.04,0.0,0.39011326933838797
0.24,0.05,0.0,0.39110191171289077
0.24,0.06,0.0,0.39211919179514626
0.24,0.07,0.0,0.3931822339553708
0.24,0.08,0.0,0.3943074150780955
0.24,0.09,0.0,0.3955103815239266
0.24,0.1,0.0,0.3968060665926116
0.25,0.01,0.0,0.39930013934502406
0.25,0.02,0.0,0.4003183820541115
0.25,0.03,0.0,0.40131452884957486
0.25,0.04,0.0,0.4023077048825172
0.25,0.05,0.0,0.40331634639626335
0.25,0.06,0.0,0.4043582177639487
0.25,0.07,0.0,0.40545042901823825
0.25,0.08,0.0,0.40660945388161557
0.25,0.09,0.0,0.4078511483058084
0.25,0.1,0.0,0.4091907695290444
0.26,0.01,0.0,0.4112118978518078
0.26,0.02,0.0,0.412233956780072
0.26,0.03,0.0,0.41323969962984575
0.26,0.04,0.0,0.41424779921172955
0.26,0.05,0.0,0.4152763500355574
0.26,0.06,0.0,0.41634288693174887
0.26,0.07,0.0,0.41746440418135466
0.26,0.08,0.0,0.41865737516338847
0.26,0.09,0.0,0.4199377725281821
0.26,0.1,0.0,0.4213210889056162
0.27,0.01,0.0,0.4228761657449829
0.27,0.02,0.0,0.4239009569402555
0.27,0.03,0.0,0.42491567598767804
0.27,0.04,0.0,0.42593842840340207
0.27,0.05,0.0,0.4269868562428128
0.27,0.06,0.0,0.42807815836220103
0.27,0.07,0.0,0.4292291112062097
0.27,0.08,0.0,0.430456090129827
0.27,0.09,0.0,0.4317750912638225
0.27,0.1,0.0,0.4332017539326561
0.28,0.01,0.0,0.43429801675318336
0.28,0.02,0.0,0.43532459085801856
0.28,0.03,0.0,0.4363477702542802
0.28,0.04,0.0,0.43738497720220365
0.28,0.05,0.0,0.43845328974756864
0.28,0.06,0.0,0.43956946368214345
0.28,0.07,0.0,0.4407499550475419
0.28,0.08,0.0,0.44201094319142636
0.28,0.09,0.0,0.44336835438513866
0.28,0.1,0.0,0.444837886011955
0.29,0.01,0.0,0.4454829796937366
0.29,0.02,0.0,0.4465105088537932
0.29,0.03,0.0,0.4475417223547434
0.29,0.04,0.0,0.4485932424115367
0.29,0.05,0.0,0.449681470858164
0.29,0.06,0.0,0.4508226128672997
0.29,0.07,0.0,0.45203270123155315
0.29,0.08,0.0,0.45332762121544035
0.29,0.09,0.0,0.4547231359873274
0.29,0.1,0.0,0.45623491264073207
0.3,0.01,0.0,0.4564369261495853
0.3,0.02,0.0,0.4574646914351198
0.3,0.03,0.0,0.45850358873132663
0.3,0.04,0.0,0.4595693227834114
0.3,0.05,0.0,0.460677506564983
0.3,0.06,0.0,0.46184368681934995
0.3,0.07,0.0,0.4630833701811977
0.3,0.08,0.0,0.4644120498879356
0.3,0.09,0.0,0.46584523309015635
0.3,0.1,0.0,0.46739846877076924
0.31,0.01,0.0,0.4671659513667497
0.31,0.02,0.0,0.46819333082108217
0.31,0.03,0.0,0.4692396247187526
0.31,0.04,0.0,0.4703195024820085
0.31,0.05,0.0,0.47144767534345466
0.31,0.06,0.0,0.4726389237735459
0.31,0.07,0.0,0.4739081255078164
0.31,0.08,0.0,0.47527028418333744
0.31,0.09,0.0,0.4767405585940175
0.31,0.1,0.0,0.4783342925745156
0.32,0.01,0.0,0.47767625459400587
0.32,0.02,0.0,0.47870271200758346
0.32,0.03,0.0,0.4797561665614784
0.32,0.04,0.0,0.48085013429317225
0.32,0.05,0.0,0.4819983118100481
0.32,0.06,0.0,0.4832146056697604
0.32,0.07,0.0,0.4845131623803152
0.32,0.08,0.0,0.48590839902953786
0.32,0.09,0.0,0.48741503455374646
0.32,0.1,0.0,0.4890481216555837
0.33,0.01,0.0,0.4879740241791113
0.33,0.02,0.0,0.48899909867146635
0.33,0.03,0.0,0.4900595183533119
0.33,0.04,0.0,0.4911675278411975
0.33,0.05,0.0,0.4923356964722005
0.33,0.06,0.0,0.4935769497060573
0.33,0.07,0.0,0.4949046011676071
0.33,0.08,0.0,0.49633238533940993
0.33,0.09,0.0,0.49787449091456903
0.33,0.1,0.0,0.4995455948198957
0.34,0.01,0.0,0.49806533183021734
0.34,0.02,0.0,0.4990886283049175
0.34,0.03,0.0,0.5001558482721656
0.34,0.04,0.0,0.5012778471655926
0.34,0.05,0.0,0.5024659549032567
0.34,0.06,0.0,0.5037320093826799
0.34,0.07,0.0,0.505088390637442
0.34,0.08,0.0,0.5065480556653843
0.34,0.09,0.0,0.5081245739386534
0.34,0.1,0.0,0.5098321636059542
0.35,0.01,0.0,0.5079560395571268
0.35,0.02,0.0,0.5089772200769319
0.35,0.03,0.0,0.5100510975873468
0.35,0.04,0.0,0.5111870211142732
0.35,0.05,0.0,0.5123949697762907
0.35,0.06,0.0,0.5136855884460748
0.35,0.07,0.0,0.5150702240952362
0.35,0.08,0.0,0.5165609628328994
0.35,0.09,0.0,0.5181706676484175
0.35,0.1,0.0,0.5199130168688192
0.36,0.01,0.0,0.5176517219351325
0.36,0.02,0.0,0.5186704980462692
0.36,0.03,0.0,0.5197509050438929
0.36,0.04,0.0,0.5209006691360984
0.36,0.05,0.0,0.5221283083164248
0.36,0.06,0.0,0.5234431702674629
0.36,0.07,0.0,0.5248554709704609
0.36,0.08,0.0,0.5263763340314312
0.36,0.09,0.0,0.5280178307344071
0.36,0.1,0.0,0.52979302083263
0.37,0.01,0.0,0.5271576054942273
0.37,0.02,0.0,0.5281737315102244
0.37,0.03,0.0,0.529260548388102
0.37,0.04,0.0,0.5304240442149896
0.37,0.05,0.0,0.5316711668901067
0.37,0.06,0.0,0.5330098643487962
0.37,0.07,0.0,0.5344491255158187
0.37,0.08,0.0,0.5359990219986275
0.37,0.09,0.0,0.5376707505314725
0.37,0.1,0.0,0.5394766761813705
0.38,0.01,0.0,0.5364785262385613
0.38,0.02,0.0,0.5374917934756743
0.38,0.03,0.0,0.5385849040005667
0.38,0.04,0.0,0.53976199388993
0.38,0.05,0.0,0.5410283336517686
0.38,0.06,0.0,0.5423903708505671
0.38,0.07,0.0,0.5438557734856814
0.38,0.08,0.0,0.5454334741338785
0.38,0.09,0.0,0.5471337148671419
0.38,0.1,0.0,0.5489680929569707
0.39,0.01,0.0,0.5456189055544545
0.39,0.02,0.0,0.5466291374927322
0.39,0.03,0.0,0.5477284248571952
0.39,0.04,0.0,0.5489189395595553
0.39,0.05,0.0,0.550204169422783
0.39,0.06,0.0,0.5515889632905845
0.39,0.07,0.0,0.5530795769148363
0.39,0.08,0.0,0.5546837196320361
0.39,0.09,0.0,0.556410601840183
0.39,0.1,0.0,0.5582709832875284
0.4,0.01,0.0,0.5545827440792542
0.4,0.02,0.0,0.555589792405919
0.4,0.03,0.0,0.5566951363538832
0.4,0.04,0.0,0.5578988735858161
0.4,0.05,0.0,0.559202606293899
0.4,0.06,0.0,0.5606094888793847
0.4,0.07,0.0,0.5621242764355053
0.4,0.08,0.0,0.5637533740450986
0.4,0.09,0.0,0.5655048869045126
0.4,0.1,0.0,0.5673886712855271
0.41,0.01,0.0,0.5633736324859847
0.41,0.02,0.0,0.5643773739614374
0.41,0.03,0.0,0.5654886489151223
0.41,0.04,0.0,0.5667053730966047
0.41,0.05,0.0,0.5680271628286118
0.41,0.06,0.0,0.5694553853450053
0.41,0.07,0.0,0.5709932099582187
0.41,0.08,0.0,0.5726456600678651
0.41,0.09,0.0,0.5744196660222564
0.41,0.1,0.0,0.5763241188448623
0.42,0.01,0.0,0.5719947775978255
0.42,0.02,0.0,0.5729951116695063
0.42,0.03,0.0,0.5741121857684218
0.42,0.04,0.0,0.5753416288500958
0.42,0.05,0.0,0.5766809742088089
0.42,0.06,0.0,0.5781297125648516
0.42,0.07,0.0,0.5796893460082077
0.42,0.08,0.0,0.5813634428105443
0.42,0.09,0.0,0.5831576931175858
0.42,0.1,0.0,0.5850799655341039
0.43,0.01,0.0,0.5804490417884639
0.43,0.02,0.0,0.5814458888642132
0.43,0.03,0.0,0.5825686238114928
0.43,0.04,0.0,0.5838104870701709
0.43,0.05,0.0,0.5851668352122709
0.43,0.06,0.0,0.5866351968720144
0.43,0.07,0.0,0.5882153295599947
0.43,0.08,0.0,0.5899092773736895
0.43,0.09,0.0,0.591721429616522
0.43,0.1,0.0,0.5936585803380271
0.44,0.01,0.0,0.5887389932548704
0.44,0.02,0.0,0.5897322935358357
0.44,0.03,0.0,0.5908605451334931
0.44,0.04,0.0,0.5921145017984409
0.44,0.05,0.0,0.5934872535496106
0.44,0.06,0.0,0.5949742855432375
0.44,0.07,0.0,0.5965735378544891
0.44,0.08,0.0,0.5982854661841482
0.44,0.09,0.0,0.6001131035029342
0.44,0.1,0.0,0.6020621226461772
0.45,0.01,0.0,0.5968669644723622
0.45,0.02,0.0,0.5978566772359407
0.45,0.03,0.0,0.5989902964792976
0.45,0.04,0.0,0.60025599503834
0.45,0.05,0.0,0.6016445108202256
0.45,0.06,0.0,0.6031492087100255
0.45,0.07,0.0,0.6047661434192765
0.45,0.08,0.0,0.6064941232892406
0.45,0.09,0.0,0.6083347750616123
0.45,0.1,0.0,0.6102926096297062
0.46,0.01,0.0,0.6048351159608164
0.46,0.02,0.0,0.60582121917716
0.46,0.03,0.0,0.6069600537695433
0.46,0.04,0.0,0.6082371217929968
0.46,0.05,0.0,0.6096407281759525
0.46,0.06,0.0,0.6111620457659009
0.46,0.07,0.0,0.6127951813470761
0.46,0.08,0.0,0.6145372426431938
0.46,0.09,0.0,0.6163884063183714
0.46,0.1,0.0,0.6183519869894568
0.47,0.01,0.0,0.6126455024072571
0.47,0.02,0.0,0.613627992568372
0.47,0.03,0.0,0.6147718887112651
0.47,0.04,0.0,0.6160599370236185
0.47,0.05,0.0,0.617477933708597
0.47,0.06,0.0,0.6190147932733477
0.47,0.07,0.0,0.6206626178205069
0.47,0.08,0.0,0.6224167673560211
0.47,0.09,0.0,0.6242759311265996
0.47,0.1,0.0,0.6262422000004205
0.48,0.01,0.0,0.6203001382032668
0.48,0.02,0.0,0.6212790302424737
0.48,0.03,0.0,0.622427834552893
0.48,0.04,0.0,0.6237264615770116
0.48,0.05,0.0,0.62515812860306
0.48,0.06,0.0,0.6267094314026979
0.48,0.07,0.0,0.6283704169036527
0.48,0.08,0.0,0.6301346569106093
0.48,0.09,0.0,0.6319993228881738
0.48,0.1,0.0,0.6339652618197075
0.49,0.01,0.0,0.6278010595643385
0.49,0.02,0.0,0.6287763867454256
0.49,0.03,0.0,0.629929948152616
0.49,0.04,0.0,0.6312387442496815
0.49,0.05,0.0,0.6326833492196794
0.49,0.06,0.0,0.6342479860608549
0.49,0.07,0.0,0.6359206027499095
0.49,0.08,0.0,0.6376929494866003
0.49,0.09,0.0,0.6395606570335904
0.49,0.1,0.0,0.6415233161656383
0.5,0.01,0.0,0.6351503805985214
0.5,0.02,0.0,0.6361221942589864
0.5,0.03,0.0,0.6372803657360547
0.5,0.04,0.0,0.6385989173662953
0.5,0.05,0.0,0.6400557224838875
0.5,0.06,0.0,0.6416325840857849
0.5,0.07,0.0,0.6433153145978258
0.5,0.08,0.0,0.645093816755867
0.5,0.09,0.0,0.6469621656162751
0.5,0.1,0.0,0.64891869171015
0.51,0.01,0.0,0.642350340978043
0.51,0.02,0.0,0.6433187100192373
0.51,0.03,0.0,0.6444813500124468
0.51,0.04,0.0,0.6458092435477306
0.51,0.05,0.0,0.6472775122622675
0.51,0.06,0.0,0.6488654991883432
0.51,0.07,0.0,0.6505568522365438
0.51,0.08,0.0,0.6523396088286674
0.51,0.09,0.0,0.6542062816948583
0.51,0.1,0.0,0.6561539458497275
0.52,0.01,0.0,0.6494033432327763
0.52,0.02,0.0,0.6503683532616072
0.52,0.03,0.0,0.6515353266912308
0.52,0.04,0.0,0.6528721517200221
0.52,0.05,0.0,0.6543511547848867
0.52,0.06,0.0,0.6559491867075596
0.52,0.07,0.0,0.6576477100114232
0.52,0.08,0.0,0.659432887423398
0.52,0.09,0.0,0.6612956715759747
0.52,0.1,0.0,0.6632318959241429
0.53,0.01,0.0,0.6563119781191759
0.53,0.02,0.0,0.65727373016152
0.53,0.03,0.0,0.6584449088825858
0.53,0.04,0.0,0.6597902608618703
0.53,0.05,0.0,0.6612792816239667
0.53,0.06,0.0,0.6628863057008315
0.53,0.07,0.0,0.6645905979006
0.53,0.08,0.0,0.6663764457977134
0.53,0.09,0.0,0.6682332534598941
0.53,0.1,0.0,0.670155636427069
0.54,0.01,0.0,0.6630790370112271
0.54,0.02,0.0,0.6640376457359499
0.54,0.03,0.0,0.6652129083660204
0.54,0.04,0.0,0.6665663904924622
0.54,0.05,0.0,0.66806472924778
0.54,0.06,0.0,0.669679727403563
0.54,0.07,0.0,0.6713884487113665
0.54,0.08,0.0,0.6731733145022648
0.54,0.09,0.0,0.6750222015605901
0.54,0.1,0.0,0.676928541287474
0.55,0.01,0.0,0.669707510798354
0.55,0.02,0.0,0.670663102213027
0.55,0.03,0.0,0.671842333256134
0.55,0.04,0.0,0.6732035574509293
0.55,0.05,0.0,0.6747105347224446
0.55,0.06,0.0,0.6763325296513741
0.55,0.07,0.0,0.6780444110087215
0.55,0.08,0.0,0.6798267525873122
0.55,0.09,0.0,0.6816659353457183
0.55,0.1,0.0,0.6835542508807281
0.56,0.01,0.0,0.6762005753438197
0.56,0.02,0.0,0.6771532839485802
0.56,0.03,0.0,0.678336372170317
0.56,0.04,0.0,0.6797049590979322
0.56,0.05,0.0,0.6812199177179797
0.56,0.06,0.0,0.6828479774468542
0.56,0.07,0.0,0.6845618279824398
0.56,0.08,0.0,0.6863402244912707
0.56,0.09,0.0,0.6881680941474085
0.56,0.1,0.0,0.6900366440391922
0.57,0.01,0.0,0.6825615641401436
0.57,0.02,0.0,0.6835115295540563
0.57,0.03,0.0,0.6846983655919251
0.57,0.04,0.0,0.686073943662929
0.57,0.05,0.0,0.6875962495720417
0.57,0.06,0.0,0.6892294904539179
0.57,0.07,0.0,0.690944203065308
0.57,0.08,0.0,0.6927173634528708
0.57,0.09,0.0,0.6945324980124029
0.57,0.1,0.0,0.6963797959565378
0.58,0.01,0.0,0.6887939293765933
0.58,0.02,0.0,0.689741292481496
0.58,0.03,0.0,0.6909317657066095
0.58,0.04,0.0,0.6923139690476899
0.58,0.05,0.0,0.6938430107564256
0.58,0.06,0.0,0.695480598799452
0.58,0.07,0.0,0.6971951537166644
0.58,0.08,0.0,0.6989619228946159
0.58,0.09,0.0,0.7007630962726287
0.58,0.1,0.0,0.7025879234981088
0.59,0.01,0.0,0.694901193189691
0.59,0.02,0.0,0.6958460918690376
0.59,0.03,0.0,0.6970400865498009
0.59,0.04,0.0,0.6984285519609083
0.59,0.05,0.0,0.6999637386582419
0.59,0.06,0.0,0.7016048891332497
0.59,0.07,0.0,0.7033183553614156
0.59,0.08,0.0,0.7050777178075206
0.59,0.09,0.0,0.7068639059044995
0.59,0.1,0.0,0.7086653200237952
0.6,0.01,0.0,0.700886891379889
0.6,0.02,0.0,0.7018294559635206
0.6,0.03,0.0,0.7030268468187687
0.6,0.04,0.0,0.7044212097759223
0.6,0.05,0.0,0.7059619681097841
0.6,0.06,0.0,0.7076059434220324
0.6,0.07,0.0,0.7093174780044235
0.6,0.08,0.0,0.7110685587009383
0.6,0.09,0.0,0.7128389422859106
0.6,0.1,0.0,0.7146162823758372
0.61,0.01,0.0,0.7067545123258417
0.61,0.02,0.0,0.7076948608862009
0.61,0.03,0.0,0.7088955081528171
0.61,0.04,0.0,0.7102953979564427
0.61,0.05,0.0,0.7118411675551938
0.61,0.06,0.0,0.7134872734132832
0.61,0.07,0.0,0.7151961185034578
0.61,0.08,0.0,0.7169381811502665
0.61,0.09,0.0,0.7186921454326723
0.61,0.1,0.0,0.7204450331635174
0.62,0.01,0.0,0.7125074341906549
0.62,0.02,0.0,0.7134456678699083
0.62,0.03,0.0,0.7146494120487142
0.62,0.04,0.0,0.7160544462602368
0.62,0.05,0.0,0.7176046741098746
0.62,0.06,0.0,0.7192522540725216
0.62,0.07,0.0,0.7209577318565076
0.62,0.08,0.0,0.7226901743514839
0.62,0.09,0.0,0.7244273051790445
0.62,0.1,0.0,0.7261556418645861
0.63,0.01,0.0,0.7181488637720784
0.63,0.02,0.0,0.7190850623521315
0.63,0.03,0.0,0.7202917188337524
0.63,0.04,0.0,0.7217014971852892
0.63,0.05,0.0,0.7232556310253949
0.63,0.06,0.0,0.7249040595588271
0.63,0.07,0.0,0.7266055651224684
0.63,0.08,0.0,0.7283279123590022
0.63,0.09,0.0,0.7300479890374832
0.63,0.1,0.0,0.7317519485393505
0.64,0.01,0.0,0.7236817804793988
0.64,0.02,0.0,0.7246159984373358
0.64,0.03,0.0,0.7258253522464025
0.64,0.04,0.0,0.7272394502517864
0.64,0.05,0.0,0.7287969312001467
0.64,0.06,0.0,0.7304456054314551
0.64,0.07,0.0,0.7321425977250401
0.64,0.08,0.0,0.733854491817428
0.64,0.09,0.0,0.7355574766116634
0.64,0.1,0.0,0.7372374940971896
0.65,0.01,0.0,0.729108888907969
0.65,0.02,0.0,0.7300411522254032
0.65,0.03,0.0,0.7312529531554469
0.65,0.04,0.0,0.7326709156911834
0.65,0.05,0.0,0.734231170354739
0.65,0.06,0.0,0.7358795007596365
0.65,0.07,0.0,0.7375714918704078
0.65,0.08,0.0,0.7392726799800785
0.65,0.09,0.0,0.7409587044230571
0.65,0.1,0.0,0.7426154610447598
0.66,0.01,0.0,0.7344325833077926
0.66,0.02,0.0,0.7353628873246899
0.66,0.03,0.0,0.7365768457657603
0.66,0.04,0.0,0.7379981809285597
