adhesivity,particle_size,volume_time_400_scaled,efficiency_time_400
0.07,0.05,0.7528506260375744,0.1407438249109882
0.07,0.06,0.7184090875953347,0.14122714631046196
0.07,0.07,0.6862007025403439,0.14171101145842832
0.07,0.08,0.6561880433318745,0.14219646662496602
0.07,0.09,0.6291752887784002,0.14268243044570952
0.07,0.1,0.606812998590077,0.14316569139495777
0.08,0.01,0.9357144902361395,0.15585697514219224
0.08,0.02,0.8697690617045194,0.15645135374406163
0.08,0.03,0.8156230542676528,0.15701569599038107
0.08,0.04,0.7697354125808957,0.15756083606823454
0.08,0.05,0.7293980186431119,0.15809555033054926
0.08,0.06,0.6927406371873555,0.1586265544833259
0.08,0.07,0.65873585450248,0.1591585010516205
0.08,0.08,0.6272040101103489,0.15969397713056477
0.08,0.09,0.5988181207127935,0.1602335024278151
0.08,0.1,0.5751087958117881,0.1607755276039247
0.09,0.01,0.9285852971975899,0.17257371900883262
0.09,0.02,0.8576329984915969,0.17322301748517152
0.09,0.03,0.7995404393414125,0.1738376844946897
0.09,0.04,0.7505846402297331,0.1744297837964251
0.09,0.05,0.7078861874813712,0.17500938032236288
0.09,0.06,0.6694143157585589,0.17558453822573658
0.09,0.07,0.6339919852973114,0.17616131921761735
0.09,0.08,0.6013009533214099,0.17674378119817716
0.09,0.09,0.5718868390601506,0.17733397718911698
0.09,0.1,0.5471641817854228,0.17793195457385524
0.1,0.01,0.9214931734233649,0.18891450879885302
0.1,0.02,0.8459971520749346,0.18961360362071925
0.1,0.03,0.784385364228531,0.19027407758577866
0.1,0.04,0.7327561398322505,0.1909091428294491
0.1,0.05,0.6880621137369749,0.19153007387913862
0.1,0.06,0.6481154466230589,0.19214620659591297
0.1,0.07,0.6115930419911857,0.19276493741431022
0.1,0.08,0.5780417586659432,0.19339172288679274
0.1,0.09,0.547883618250385,0.19403007953942836
0.1,0.1,0.5224210069593704,0.1946815840455016
0.11,0.01,0.914444804622281,0.20491253199453968
0.11,0.02,0.834812004387212,0.20565658249868385
0.11,0.03,0.7700524008507174,0.206358646315029
0.11,0.04,0.7160888891142001,0.20703300032550442
0.11,0.05,0.6697095207196404,0.20769204731555468
0.11,0.06,0.6285728643648478,0.20834631584252278
0.11,0.07,0.5912133640192848,0.20900446041237442
0.11,0.08,0.5570466939011449,0.20967326197135527
0.11,0.09,0.5263751097661893,0.21035762871928332
0.11,0.1,0.5003927959484923,0.2110605972512835
0.12,0.01,0.9074546661385096,0.22059252281249858
0.12,0.02,0.82404168053719,0.22137697394899972
0.12,0.03,0.7564557376039452,0.22211671019726784
0.12,0.04,0.7004475713513031,0.22282698713963645
0.12,0.05,0.6526440382491688,0.22352125215030286
0.12,0.06,0.6105536191179125,0.22421114522487093
0.12,0.07,0.572571919772094,0.22490650012876803
0.12,0.08,0.5379871698877633,0.22561534587124235
0.12,0.09,0.5069857195562172,0.2263439085117484
0.12,0.1,0.480657532976837,0.2270966133056361
0.13,0.01,0.9005424052066014,0.2359724236638178
0.13,0.02,0.8136609099663826,0.2367930065501231
0.13,0.03,0.7435257127735562,0.23756679434506686
0.13,0.04,0.6857186741076995,0.23830993289328478
0.13,0.05,0.6367088594980254,0.23903682818476038
0.13,0.06,0.5938581840174689,0.23976014818110558
0.13,0.07,0.5554270568915234,0.24049082497160587
0.13,0.08,0.5205800257071445,0.2412380572658424
0.13,0.09,0.48939141969710165,0.24200931322981672
0.13,0.1,0.46285099156501674,0.24281033367260746
0.14,0.01,0.8937306350646196,0.2510648351413928
0.14,0.02,0.8036524116770235,0.25191756554395683
0.14,0.03,0.731205784101173,0.252722075383243
0.14,0.04,0.6718070360687753,0.25349530996689507
0.14,0.05,0.6217708577282955,0.25425254565899813
0.14,0.06,0.5783161341990405,0.2550073927398523
0.14,0.07,0.5395717356185281,0.2557717986067628
0.14,0.08,0.5045823081809959,0.2565560513227772
0.14,0.09,0.47331406565503786,0.2573687835204037
0.14,0.1,0.4466605808583931,0.25821697666746696
0.15,0.01,0.8870431057864182,0.2658782686112161
0.15,0.02,0.7940046691820075,0.2667594434885936
0.15,0.03,0.7194499009668814,0.2675916302458251
0.15,0.04,0.6586328092684218,0.26839248053084475
0.15,0.05,0.6077171310842264,0.2691780506135498
0.15,0.06,0.5637822663930597,0.26996280531704264
0.15,0.07,0.5248292151524729,0.27075962230152084
0.15,0.08,0.48978651669361256,0.2715797967078546
0.15,0.09,0.4585161910139871,0.272433046168016
0.15,0.1,0.4318196814590827,0.2733275161896223
0.16,0.01,0.8805032177377555,0.2804182156499233
0.16,0.02,0.784710061811402,0.2813244079025324
0.16,0.03,0.7082202465749069,0.2821815021206254
0.16,0.04,0.646128804877075,0.283007760891415
0.16,0.05,0.594451944410074,0.2838199277453878
0.16,0.06,0.5501331289141663,0.2846332321982618
0.16,0.07,0.5110491636777933,0.28546139515760505
0.16,0.08,0.4760162848563201,0.2863166347012738
0.16,0.09,0.44479625212312557,0.2872096722349587
0.16,0.1,0.4181024441569703,0.288149739036234
0.17,0.01,0.8741328446924936,0.2946880486477715
0.17,0.02,0.7757633200791464,0.29561610022950296
0.17,0.03,0.697485318537981,0.29649559788056734
0.17,0.04,0.634238191662331,0.29734531750104864
0.17,0.05,0.5818940379475155,0.2981825951175181
0.17,0.06,0.5372639326686534,0.2990233330762667
0.17,0.07,0.4981041634782505,0.29988200661360376
0.17,0.08,0.4631224712598045,0.3007716708105126
0.17,0.09,0.4319842957641747,0.3017039679390764
0.17,0.1,0.4053190255458422,0.3026891352081939
0.18,0.01,0.8679514348555493,0.30868976688373484
0.18,0.02,0.7671602739589103,0.30963678043904364
0.18,0.03,0.6872183173362927,0.3105364313253647
0.18,0.04,0.6229125172503992,0.3114079089649499
0.18,0.05,0.5699742737196225,0.3122690450627246
0.18,0.06,0.525085814693073,0.3131363209927117
0.18,0.07,0.48588658338601737,0.3140248755743395
0.18,0.08,0.45097963232505933,0.31494851324605694
0.18,0.09,0.4199380236430409,0.31591971264379315
0.18,0.1,0.39331123515408406,0.3169496355919201
0.19,0.01,0.8619753593197043,0.3224246022775858
0.19,0.02,0.7588968641312698,0.32338793147453515
0.19,0.03,0.6773958132730877,0.3243057264520439
0.19,0.04,0.6121100233961758,0.3251974882692509
0.19,0.05,0.5586335914216213,0.326081445513368
0.19,0.06,0.5135234266843854,0.3269745629226273
0.19,0.07,0.4743057916948847,0.32789255041234716
0.19,0.08,0.4394828510809191,0.3288498725116843
0.19,0.09,0.4085392282632793,0.3298597582187323
0.19,0.1,0.38194856940896826,0.33093421128176936
0.2,0.01,0.8562174788252601,0.3358934988334358
0.2,0.02,0.750968387537057,0.3368707375683364
0.2,0.03,0.6679966637526903,0.3378048947789849
0.2,0.04,0.6017942276046315,0.33871567926032237
0.2,0.05,0.5478212467050738,0.3396216157916123
0.2,0.06,0.5025128219802901,0.34054005504070045
0.2,0.07,0.46328568359736033,0.34148718388507093
0.2,0.08,0.4285448965592616,0.34247803615739086
0.2,0.09,0.3976905755351599,0.3435265038233585
0.2,0.1,0.37112460848349527,0.3446453485997816
0.21,0.01,0.8506869010864494,0.34909747951193737
0.21,0.02,0.7433689498958742,0.35008645016461326
0.21,0.03,0.6590011539601331,0.35103540046727316
0.21,0.04,0.5919327446290105,0.35196414112203295
0.21,0.05,0.5374933058544871,0.35289139060968777
0.21,0.06,0.4919996154905185,0.35383478642159183
0.21,0.07,0.4527624981775877,0.354810896722453
0.21,0.08,0.4180936894015728,0.3558352324518783
0.21,0.09,0.3873127103074815,0.3569222598726256
0.21,0.1,0.3607537528394126,0.3580854135736324
0.22,0.01,0.8453889023883617,0.3620379139065553
0.22,0.02,0.7360910992165347,0.3630366548268754
0.22,0.03,0.650390335317185,0.3639990266176947
0.22,0.04,0.5824963225948204,0.36494483423032525
0.22,0.05,0.5276113720067406,0.36589288566033484
0.22,0.06,0.4819373921592993,0.3668610045549179
0.22,0.07,0.44268290099971125,0.3678660432657655
0.22,0.08,0.40807005020666876,0.3689238963554059
0.22,0.09,0.3773416618741672,0.37004951456512425
0.22,0.1,0.35076827707389413,0.3712569192526799
0.23,0.01,0.840324988635004,0.3747166996563604
0.23,0.02,0.7291256157299232,0.37572345206240637
0.23,0.03,0.6421455374200638,0.3766980556749455
0.23,0.04,0.5734580697556987,0.37766020031571235
0.23,0.05,0.5181415192474528,0.3786286777266946
0.23,0.06,0.47228634064954295,0.37962139560249253
0.23,0.07,0.43300230936829764,0.3806553920832295
0.23,0.08,0.3984257081131217,0.3817468507161355
0.23,0.09,0.3677265273983235,0.3829111158940631
0.23,0.1,0.34111567949531746,0.38416270877930614
0.24,0.01,0.8354930725352869,0.38713637000772194
0.24,0.02,0.7224614351071332,0.38814956447385346
0.24,0.03,0.634248030522386,0.38913537634676004
0.24,0.04,0.5647928491712494,0.39011326933838797
0.24,0.05,0.5090534121279471,0.39110191171289077
0.24,0.06,0.4630120900742832,0.39211919179514626
0.24,0.07,0.4236834383978057,0.3931822339553708
0.24,0.08,0.38912154809582616,0.3943074150780955
0.24,0.09,0.3584274121078865,0.3955103815239266
0.24,0.1,0.33175630669053957,0.3968060665926116
0.25,0.01,0.8308877451417689,0.39930013934502406
0.25,0.02,0.7160856832795659,0.4003183820541115
0.25,0.03,0.6266788170061375,0.40131452884957486
0.25,0.04,0.5564768199012308,0.4023077048825172
0.25,0.05,0.5003195893755988,0.40331634639626335
0.25,0.06,0.45408472875466627,0.4043582177639487
0.25,0.07,0.41469504710637695,0.40545042901823825
0.25,0.08,0.3801260764587059,0.40660945388161557
0.25,0.09,0.3494136060438325,0.4078511483058084
0.25,0.1,0.32266123319734247,0.4091907695290444
0.26,0.01,0.8265006214996834,0.4112118978518078
0.26,0.02,0.7099838026459894,0.412233956780072
0.26,0.03,0.6194185316769548,0.41323969962984575
0.26,0.04,0.5484871046287672,0.41424779921172955
0.26,0.05,0.4919148918130297,0.4152763500355574
0.26,0.06,0.44547798515053766,0.41634288693174887
0.26,0.07,0.4060108648397342,0.41746440418135466
0.26,0.08,0.3714140850197543,0.41865737516338847
0.26,0.09,0.34066197807963916,0.4199377725281821
0.26,0.1,0.31381037725676836,0.4213210889056162
0.27,0.01,0.8223207417140909,0.4228761657449829
0.27,0.02,0.7041397509277743,0.4239009569402555
0.27,0.03,0.6124474321214689,0.42491567598767804
0.27,0.04,0.5408015649514313,0.42593842840340207
0.27,0.05,0.48381601575205246,0.4269868562428128
0.27,0.06,0.43716855228392987,0.42807815836220103
0.27,0.07,0.3976086794287501,0.4292291112062097
0.27,0.08,0.3629654955055196,0.430456090129827
0.27,0.09,0.33215556887446696,0.4317750912638225
0.27,0.1,0.3051908344865674,0.4332017539326561
0.28,0.01,0.8183350102942069,0.43429801675318336
0.28,0.02,0.6985362554110297,0.43532459085801856
0.28,0.03,0.6057454617676302,0.4363477702542802
0.28,0.04,0.5333986669072285,0.43738497720220365
0.28,0.05,0.47600117438085704,0.43845328974756864
0.28,0.06,0.4291355381522728,0.43956946368214345
0.28,0.07,0.38946956958417167,0.4407499550475419
0.28,0.08,0.354764366695065,0.44201094319142636
0.28,0.09,0.3238823653681115,0.44336835438513866
0.28,0.1,0.2967954121849147,0.444837886011955
0.29,0.01,0.8145286581795108,0.4454829796937366
0.29,0.02,0.6931551067870413,0.4465105088537932
0.29,0.03,0.5992923696879455,0.4475417223547434
0.29,0.04,0.5262574206270956,0.4485932424115367
0.29,0.05,0.468449850912419,0.449681470858164
0.29,0.06,0.42136002580187193,0.4508226128672997
0.29,0.07,0.38157726512935725,0.45203270123155315
0.29,0.08,0.34679804787397317,0.45332762121544035
0.29,0.09,0.31583424036900154,0.4547231359873274
0.29,0.1,0.2886213478389905,0.45623491264073207
0.3,0.01,0.8108857133857614,0.4564369261495853
0.3,0.02,0.6879774782642036,0.4574646914351198
0.3,0.03,0.5930678725746091,0.45850358873132663
0.3,0.04,0.5193573793210519,0.4595693227834114
0.3,0.05,0.4611426285032825,0.460677506564983
0.3,0.06,0.41382472789826363,0.46184368681934995
0.3,0.07,0.37391761976223026,0.4630833701811977
0.3,0.08,0.3390564631728708,0.4644120498879356
0.3,0.09,0.3080060417234209,0.46584523309015635
0.3,0.1,0.28066919627247755,0.46739846877076924
0.31,0.01,0.8073894677246034,0.4671659513667497
0.31,0.02,0.6829842570697124,0.46819333082108217
0.31,0.03,0.5870518456892456,0.4692396247187526
0.31,0.04,0.5126786841064694,0.4703195024820085
0.31,0.05,0.45406108317991967,0.47144767534345466
0.31,0.06,0.40651372178402695,0.4726389237735459
0.31,0.07,0.36647818211661587,0.4739081255078164
0.31,0.08,0.331531512368297,0.47527028418333744
0.31,0.09,0.3003948164811189,0.4767405585940175
0.31,0.1,0.27294187071598147,0.4783342925745156
0.32,0.01,0.8040229285420029,0.47767625459400587
0.32,0.02,0.6781563768822206,0.47870271200758346
0.32,0.03,0.5812245309430011,0.4797561665614784
0.32,0.04,0.5062021424690739,0.48085013429317225
0.32,0.05,0.4471877272200962,0.4819983118100481
0.32,0.06,0.3994122521519256,0.4832146056697604
0.32,0.07,0.3592478519567385,0.4845131623803152
0.32,0.08,0.32421657471265575,0.48590839902953786
0.32,0.09,0.2929991563860227,0.48741503455374646
0.32,0.1,0.26544382392179,0.4890481216555837
0.33,0.01,0.8007692458828359,0.4879740241791113
0.33,0.02,0.673475141131932,0.48899909867146635
0.33,0.03,0.5755667515901279,0.4900595183533119
0.33,0.04,0.4999093294055612,0.4911675278411975
0.33,0.05,0.4405059916246964,0.4923356964722005
0.33,0.06,0.3925065895780094,0.4935769497060573
0.33,0.07,0.3522166093830077,0.4949046011676071
0.33,0.08,0.3171061033311278,0.49633238533940993
0.33,0.09,0.28581865191765954,0.49787449091456903
0.33,0.1,0.2581803562662742,0.4995455948198957
0.34,0.01,0.7976121069160572,0.49806533183021734
0.34,0.02,0.6689225284673899,0.4990886283049175
0.34,0.03,0.5700601243151052,0.5001558482721656
0.34,0.04,0.49378270152654724,0.5012778471655926
0.34,0.05,0.43400023747703587,0.5024659549032567
0.34,0.06,0.38578393425140406,0.5037320093826799
0.34,0.07,0.34537530594876986,0.505088390637442
0.34,0.08,0.31019529867329965,0.5065480556653843
0.34,0.09,0.27885344298617215,0.5081245739386534
0.34,0.1,0.25115703858687594,0.5098321636059542
0.35,0.01,0.7945360908419136,0.5079560395571268
0.35,0.02,0.6644814730132705,0.5089772200769319
0.35,0.03,0.5646872607552595,0.5100510975873468
0.35,0.04,0.48780571559581515,0.5111870211142732
0.35,0.05,0.4276557871178565,0.5123949697762907
0.35,0.06,0.37923235530135996,0.5136855884460748
0.35,0.07,0.338715507583087,0.5150702240952362
0.35,0.08,0.30347985043292935,0.5165609628328994
0.35,0.09,0.2721038552386327,0.5181706676484175
0.35,0.1,0.24437923828362643,0.5199130168688192
0.36,0.01,0.7915269788446665,0.5176517219351325
0.36,0.02,0.6601361133266866,0.5186704980462692
0.36,0.03,0.5594319517233336,0.5197509050438929
0.36,0.04,0.48196294414231405,0.5209006691360984
0.36,0.05,0.4214589671612967,0.5221283083164248
0.36,0.06,0.37284075715448156,0.5234431702674629
0.36,0.07,0.33222938018061227,0.5248554709704609
0.36,0.08,0.29695573824788907,0.5263763340314312
0.36,0.09,0.2655701117643528,0.5280178307344071
0.36,0.1,0.23785173797521822,0.52979302083263
0.37,0.01,0.7885720149465132,0.5271576054942273
0.37,0.02,0.6558720051958218,0.5281737315102244
0.37,0.03,0.5542793285735408,0.529260548388102
0.37,0.04,0.4762401819013544,0.5304240442149896
0.37,0.05,0.4153971564365074,0.5316711668901067
0.37,0.06,0.36659886535217795,0.5330098643487962
0.37,0.07,0.3259096096534384,0.5344491255158187
0.37,0.08,0.29061908236116524,0.5359990219986275
0.37,0.09,0.25925211078940863,0.5376707505314725
0.37,0.1,0.2315784367347183,0.5394766761813705
0.38,0.01,0.785660114856427,0.5364785262385613
0.38,0.02,0.651676294610555,0.5374917934756743
0.38,0.03,0.5492159972862604,0.5385849040005667
0.38,0.04,0.4706245379173825,0.53976199388993
0.38,0.05,0.4094588329581066,0.5410283336517686
0.38,0.06,0.36049722521805533,0.5423903708505671
0.38,0.07,0.31974934913873343,0.5438557734856814
0.38,0.08,0.28446603626067285,0.5454334741338785
0.38,0.09,0.25314926072404687,0.5471337148671419
0.38,0.1,0.22556212463856157,0.5489680929569707
0.39,0.01,0.7827820210871201,0.5456189055544545
0.39,0.02,0.6475378483657144,0.5466291374927322
0.39,0.03,0.5442301419272181,0.5477284248571952
0.39,0.04,0.46510450916918245,0.5489189395595553
0.39,0.05,0.40363361500312434,0.550204169422783
0.39,0.06,0.354527207683665,0.5515889632905845
0.39,0.07,0.31374218691740596,0.5530795769148363
0.39,0.08,0.2784927141181291,0.5546837196320361
0.39,0.09,0.24726036466861076,0.556410601840183
0.39,0.1,0.21980432204241226,0.5582709832875284
0.4,0.01,0.7799304037304896,0.5545827440792542
0.4,0.02,0.6434473408302509,0.555589792405919
0.4,0.03,0.539311595163297,0.5566951363538832
0.4,0.04,0.45967003255625655,0.5578988735858161
0.4,0.05,0.3979122922998684,0.559202606293899
0.4,0.06,0.3486810174567589,0.5606094888793847
0.4,0.07,0.3078821294210164,0.5621242764355053
0.4,0.08,0.27269514661382144,0.5637533740450986
0.4,0.09,0.24158354719307254,0.5655048869045126
0.4,0.1,0.21430517564828533,0.5673886712855271
0.41,0.01,0.7770999073324285,0.5633736324859847
0.41,0.02,0.6393972964263358,0.5643773739614374
0.41,0.03,0.5344518744855944,0.5654886489151223
0.41,0.04,0.45431251300956005,0.5667053730966047
0.41,0.05,0.39228684421241183,0.5680271628286118
0.41,0.06,0.34295169954651356,0.5694553853450053
0.41,0.07,0.3021635944845062,0.5709932099582187
0.41,0.08,0.26706925946252597,0.5726456600678651
0.41,0.09,0.23611621688019369,0.5744196660222564
0.41,0.1,0.20906340404695611,0.5763241188448623
0.42,0.01,0.7742871452889895,0.5719947775978255
0.42,0.02,0.6353820883078449,0.5729951116695063
0.42,0.03,0.529644183698397,0.5741121857684218
0.42,0.04,0.4490248263581387,0.5753416288500958
0.42,0.05,0.38675044263099523,0.5766809742088089
0.42,0.06,0.33733314094283656,0.5781297125648516
0.42,0.07,0.296581410739191,0.5796893460082077
0.42,0.08,0.26161086964521274,0.5813634428105443
0.42,0.09,0.23085505876214968,0.5831576931175858
0.42,0.1,0.2040762860081398,0.5850799655341039
0.43,0.01,0.7714906440933547,0.5804490417884639
0.43,0.02,0.6313978946051648,0.5814458888642132
0.43,0.03,0.5248833800774824,0.5825686238114928
0.43,0.04,0.44380129639297733,0.5838104870701709
0.43,0.05,0.3812974380511585,0.5851668352122709
0.43,0.06,0.331820064980391,0.5866351968720144
0.43,0.07,0.2911308197326937,0.5882153295599947
0.43,0.08,0.25631569499987594,0.5899092773736895
0.43,0.09,0.22579605138372727,0.591721429616522
0.43,0.1,0.19933968534708157,0.5936585803380271
0.44,0.01,0.7687107405945224,0.5887389932548704
0.44,0.02,0.6274426144093289,0.5897322935358357
0.44,0.03,0.5201659083798202,0.5908605451334931
0.44,0.04,0.43863764631817076,0.5921145017984409
0.44,0.05,0.37592332804156997,0.5934872535496106
0.44,0.06,0.3264080166003649,0.5949742855432375
0.44,0.07,0.28580747800821454,0.5965735378544891
0.44,0.08,0.2511793734318624,0.5982854661841482
0.44,0.09,0.22093450379176857,0.6001131035029342
0.44,0.1,0.19484810671953512,0.6020621226461772
0.45,0.01,0.7659494361807905,0.5968669644723622
0.45,0.02,0.6235157464014551,0.5978566772359407
0.45,0.03,0.5154897035975731,0.5989902964792976
0.45,0.04,0.4335309254661095,0.60025599503834
0.45,0.05,0.3706247079594985,0.6016445108202256
0.45,0.06,0.3210933373530932,0.6031492087100255
0.45,0.07,0.280607456974233,0.6047661434192765
0.45,0.08,0.2461974885692328,0.6064941232892406
0.45,0.09,0.21626510827896964,0.6083347750616123
0.45,0.1,0.19059477718808723,0.6102926096297062
0.46,0.01,0.7632102124713961,0.6048351159608164
0.46,0.02,0.6196182336898803,0.60582121917716
0.46,0.03,0.5108540649897739,0.6069600537695433
0.46,0.04,0.4284794127748162,0.6082371217929968
0.46,0.05,0.36539920437352097,0.6096407281759525
0.46,0.06,0.315873129561476,0.6111620457659009
0.46,0.07,0.27552723894616776,0.6127951813470761
0.46,0.08,0.24136559921006465,0.6145372426431938
0.46,0.09,0.211782005201824,0.6163884063183714
0.46,0.1,0.18657174886056083,0.6183519869894568
0.47,0.01,0.760497813685686,0.6126455024072571
0.47,0.02,0.6157522789963721,0.613627992568372
0.47,0.03,0.5062595044935282,0.6147718887112651
0.47,0.04,0.42348249908123564,0.6160599370236185
0.47,0.05,0.3602453921933264,0.617477933708597
0.47,0.06,0.3107452095870602,0.6190147932733477
0.47,0.07,0.2705637082432398,0.6206626178205069
0.47,0.08,0.23667927038784484,0.6224167673560211
0.47,0.09,0.2074788566451528,0.6242759311265996
0.47,0.1,0.18277001832697834,0.6262422000004205
0.48,0.01,0.7578180013590284,0.6203001382032668
0.48,0.02,0.6119211348311572,0.6212790302424737
0.48,0.03,0.5017075731116168,0.622427834552893
0.48,0.04,0.4185405507729755,0.6237264615770116
0.48,0.05,0.3551626969853672,0.62515812860306
0.48,0.06,0.30570805060808226,0.6267094314026979
0.48,0.07,0.2657141366761519,0.6283704169036527
0.48,0.08,0.23213410431610584,0.6301346569106093
0.48,0.09,0.20334892612191224,0.6319993228881738
0.48,0.1,0.17917965901504915,0.6339652618197075
0.49,0.01,0.7551772874854376,0.6278010595643385
0.49,0.02,0.6081288737138678,0.6287763867454256
0.49,0.03,0.49720066929322715,0.629929948152616
0.49,0.04,0.41365475776071464,0.6312387442496815
0.49,0.05,0.3501512843706135,0.6326833492196794
0.49,0.06,0.3007607157302712,0.6342479860608549
0.49,0.07,0.26097616316484645,0.6359206027499095
0.49,0.08,0.227725769866029,0.6376929494866003
0.49,0.09,0.19938516187519353,0.6395606570335904
0.49,0.1,0.17578996294640575,0.6415233161656383
0.5,0.01,0.7525826524884703,0.6351503805985214
0.5,0.02,0.6043801438313633,0.6361221942589864
0.5,0.03,0.49274183366861307,0.6372803657360547
0.5,0.04,0.4088269690841983,0.6385989173662953
0.5,0.05,0.3452119387550377,0.6400557224838875
0.5,0.06,0.29590278260660424,0.6416325840857849
0.5,0.07,0.25634776757910943,0.6433153145978258
0.5,0.08,0.22345002957965818,0.645093816755867
0.5,0.09,0.19558028169173242,0.6469621656162751
0.5,0.1,0.17258958870832913,0.64891869171015
0.51,0.01,0.7500412546507189,0.642350340978043
0.51,0.02,0.6006799157728645,0.6433187100192373
0.51,0.03,0.4883345347649541,0.6444813500124468
0.51,0.04,0.40405951974613374,0.6458092435477306
0.51,0.05,0.340345933935578,0.6472775122622675
0.51,0.06,0.2911342610429986,0.6488654991883432
0.51,0.07,0.2518272392000202,0.6505568522365438
0.51,0.08,0.21930276352907213,0.6523396088286674
0.51,0.09,0.19192685744239982,0.6542062816948583
0.51,0.1,0.1695667127582604,0.6561539458497275
0.52,0.01,0.7475601377692513,0.6494033432327763
0.52,0.02,0.5970332261478145,0.6503683532616072
0.52,0.03,0.48398245052077554,0.6515353266912308
0.52,0.04,0.39935505257847154,0.6528721517200221
0.52,0.05,0.335554898353503,0.6543511547848867
0.52,0.06,0.2864555053102552,0.6559491867075596
0.52,0.07,0.24741314045687005,0.6576477100114232
0.52,0.08,0.21527998959728875,0.659432887423398
0.52,0.09,0.18841739783741132,0.6612956715759747
0.52,0.1,0.16670918145406205,0.6632318959241429
0.53,0.01,0.7451459438460327,0.6563119781191759
0.53,0.02,0.593444923969769,0.65727373016152
0.53,0.03,0.4796892505258032,0.6584449088825858
0.53,0.04,0.3947163390863537,0.6597902608618703
0.53,0.05,0.3308406779334294,0.6612792816239667
0.53,0.06,0.2818671230726571,0.6628863057008315
0.53,0.07,0.24310426680298433,0.6645905979006
0.53,0.08,0.21137787998217875,0.6663764457977134
