adhesivity,particle_size,n
0.85,0.04,1.3900000000000001
0.6,0.05,1.3900000000000001
0.35,0.06,1.3900000000000001
0.3,0.07,1.3900000000000001
0.3,0.08,1.3900000000000001
0.3,0.09,1.3900000000000001
0.3,0.1,1.3900000000000001
1.0,0.03,1.4000000000000001
0.85,0.04,1.4000000000000001
0.6,0.05,1.4000000000000001
0.35,0.06,1.4000000000000001
0.3,0.07,1.4000000000000001
0.3,0.08,1.4000000000000001
0.3,0.09,1.4000000000000001
0.3,0.1,1.4000000000000001
1.0,0.03,1.41
0.85,0.04,1.41
0.6,0.05,1.41
0.35,0.06,1.41
0.3,0.07,1.41
0.3,0.08,1.41
0.3,0.09,1.41
0.3,0.1,1.41
1.0,0.03,1.42
0.85,0.04,1.42
0.6,0.05,1.42
0.35,0.06,1.42
0.3,0.07,1.42
0.3,0.08,1.42
0.3,0.09,1.42
0.3,0.1,1.42
1.0,0.03,1.43
0.85,0.04,1.43
0.6,0.05,1.43
0.3,0.06,1.43
0.3,0.07,1.43
0.3,0.08,1.43
0.3,0.09,1.43
0.3,0.1,1.43
1.0,0.03,1.44
0.85,0.04,1.44
0.6,0.05,1.44
0.3,0.06,1.44
0.3,0.07,1.44
0.3,0.08,1.44
0.3,0.09,1.44
0.3,0.1,1.44
1.0,0.03,1.45
0.85,0.04,1.45
0.6,0.05,1.45
0.3,0.06,1.45
0.3,0.07,1.45
0.3,0.08,1.45
0.3,0.09,1.45
0.3,0.1,1.45
1.0,0.03,1.46
0.85,0.04,1.46
0.6,0.05,1.46
0.3,0.06,1.46
0.3,0.07,1.46
0.3,0.08,1.46
0.3,0.09,1.46
0.3,0.1,1.46
1.0,0.03,1.47
0.85,0.04,1.47
0.6,0.05,1.47
0.3,0.06,1.47
0.3,0.07,1.47
0.3,0.08,1.47
0.3,0.09,1.47
0.3,0.1,1.47
1.0,0.03,1.48
0.85,0.04,1.48
0.6,0.05,1.48
0.3,0.06,1.48
0.3,0.07,1.48
0.3,0.08,1.48
0.3,0.09,1.48
0.3,0.1,1.48
1.0,0.03,1.49
0.85,0.04,1.49
0.6,0.05,1.49
0.3,0.06,1.49
0.3,0.07,1.49
0.3,0.08,1.49
0.3,0.09,1.49
0.3,0.1,1.49
1.0,0.03,1.5
0.85,0.04,1.5
0.55,0.05,1.5
0.3,0.06,1.5
0.3,0.07,1.5
0.3,0.08,1.5
0.3,0.09,1.5
0.3,0.1,1.5
1.0,0.03,1.51
0.85,0.04,1.51
0.55,0.05,1.51
0.3,0.06,1.51
0.3,0.07,1.51
0.3,0.08,1.51
0.3,0.09,1.51
0.3,0.1,1.51
1.0,0.03,1.52
0.85,0.04,1.52
0.55,0.05,1.52
0.3,0.06,1.52
0.3,0.07,1.52
0.3,0.08,1.52
0.3,0.09,1.52
0.3,0.1,1.52
1.0,0.03,1.53
0.85,0.04,1.53
0.55,0.05,1.53
0.3,0.06,1.53
0.3,0.07,1.53
0.3,0.08,1.53
0.3,0.09,1.53
0.3,0.1,1.53
1.0,0.03,1.54
0.8,0.04,1.54
0.55,0.05,1.54
0.3,0.06,1.54
0.3,0.07,1.54
0.3,0.08,1.54
0.3,0.09,1.54
0.3,0.1,1.54
1.0,0.03,1.55
0.8,0.04,1.55
0.55,0.05,1.55
0.3,0.06,1.55
0.3,0.07,1.55
0.3,0.08,1.55
0.3,0.09,1.55
0.3,0.1,1.55
1.0,0.03,1.56
0.8,0.04,1.56
0.55,0.05,1.56
0.3,0.06,1.56
0.3,0.07,1.56
0.3,0.08,1.56
0.3,0.09,1.56
0.3,0.1,1.56
1.0,0.03,1.57
0.8,0.04,1.57
0.55,0.05,1.57
0.3,0.06,1.57
0.3,0.07,1.57
0.3,0.08,1.57
0.3,0.09,1.57
0.3,0.1,1.57
1.0,0.03,1.58
0.8,0.04,1.58
0.55,0.05,1.58
0.3,0.06,1.58
0.3,0.07,1.58
0.3,0.08,1.58
0.3,0.09,1.58
0.3,0.1,1.58
1.0,0.03,1.59
0.8,0.04,1.59
0.55,0.05,1.59
0.3,0.06,1.59
0.3,0.07,1.59
0.3,0.08,1.59
0.3,0.09,1.59
0.3,0.1,1.59
1.0,0.03,1.6
0.8,0.04,1.6
0.55,0.05,1.6
0.3,0.06,1.6
0.3,0.07,1.6
0.3,0.08,1.6
0.3,0.09,1.6
0.3,0.1,1.6
1.0,0.03,1.61
0.8,0.04,1.61
0.55,0.05,1.61
0.3,0.06,1.61
0.3,0.07,1.61
0.3,0.08,1.61
0.3,0.09,1.61
0.3,0.1,1.61
1.0,0.03,1.62
0.8,0.04,1.62
0.55,0.05,1.62
0.3,0.06,1.62
0.3,0.07,1.62
0.3,0.08,1.62
0.3,0.09,1.62
0.3,0.1,1.62
1.0,0.03,1.6300000000000001
0.8,0.04,1.6300000000000001
0.55,0.05,1.6300000000000001
0.3,0.06,1.6300000000000001
0.3,0.07,1.6300000000000001
0.3,0.08,1.6300000000000001
0.3,0.09,1.6300000000000001
0.3,0.1,1.6300000000000001
1.0,0.03,1.6400000000000001
0.8,0.04,1.6400000000000001
0.55,0.05,1.6400000000000001
0.3,0.06,1.6400000000000001
0.3,0.07,1.6400000000000001
0.3,0.08,1.6400000000000001
0.3,0.09,1.6400000000000001
0.3,0.1,1.6400000000000001
1.0,0.03,1.6500000000000001
0.8,0.04,1.6500000000000001
0.55,0.05,1.6500000000000001
0.3,0.06,1.6500000000000001
0.3,0.07,1.6500000000000001
0.3,0.08,1.6500000000000001
0.3,0.09,1.6500000000000001
0.3,0.1,1.6500000000000001
1.0,0.03,1.6600000000000001
0.8,0.04,1.6600000000000001
0.55,0.05,1.6600000000000001
0.3,0.06,1.6600000000000001
0.3,0.07,1.6600000000000001
0.3,0.08,1.6600000000000001
0.3,0.09,1.6600000000000001
0.3,0.1,1.6600000000000001
1.0,0.03,1.67
0.8,0.04,1.67
0.55,0.05,1.67
0.3,0.06,1.67
0.3,0.07,1.67
0.3,0.08,1.67
0.3,0.09,1.67
0.3,0.1,1.67
1.0,0.03,1.68
0.8,0.04,1.68
0.55,0.05,1.68
0.3,0.06,1.68
0.3,0.07,1.68
0.3,0.08,1.68
0.3,0.09,1.68
0.3,0.1,1.68
1.0,0.03,1.69
0.8,0.04,1.69
0.5,0.05,1.69
0.3,0.06,1.69
0.3,0.07,1.69
0.3,0.08,1.69
0.3,0.09,1.69
0.3,0.1,1.69
1.0,0.03,1.7
0.8,0.04,1.7
0.5,0.05,1.7
0.3,0.06,1.7
0.3,0.07,1.7
0.3,0.08,1.7
0.3,0.09,1.7
0.3,0.1,1.7
1.0,0.03,1.71
0.8,0.04,1.71
0.5,0.05,1.71
0.3,0.06,1.71
0.3,0.07,1.71
0.3,0.08,1.71
0.3,0.09,1.71
0.3,0.1,1.71
1.0,0.03,1.72
0.8,0.04,1.72
0.5,0.05,1.72
0.3,0.06,1.72
0.3,0.07,1.72
0.3,0.08,1.72
0.3,0.09,1.72
0.3,0.1,1.72
1.0,0.03,1.73
0.8,0.04,1.73
0.5,0.05,1.73
0.3,0.06,1.73
0.3,0.07,1.73
0.3,0.08,1.73
0.3,0.09,1.73
0.3,0.1,1.73
1.0,0.03,1.74
0.8,0.04,1.74
0.5,0.05,1.74
0.3,0.06,1.74
0.3,0.07,1.74
0.3,0.08,1.74
0.3,0.09,1.74
0.3,0.1,1.74
1.0,0.03,1.75
0.8,0.04,1.75
0.5,0.05,1.75
0.3,0.06,1.75
0.3,0.07,1.75
0.3,0.08,1.75
0.3,0.09,1.75
0.3,0.1,1.75
1.0,0.03,1.76
0.8,0.04,1.76
0.5,0.05,1.76
0.3,0.06,1.76
0.3,0.07,1.76
0.3,0.08,1.76
0.3,0.09,1.76
0.3,0.1,1.76
1.0,0.03,1.77
0.8,0.04,1.77
0.5,0.05,1.77
0.3,0.06,1.77
0.3,0.07,1.77
0.3,0.08,1.77
0.3,0.09,1.77
0.3,0.1,1.77
1.0,0.03,1.78
0.8,0.04,1.78
0.5,0.05,1.78
0.3,0.06,1.78
0.3,0.07,1.78
0.3,0.08,1.78
0.3,0.09,1.78
0.3,0.1,1.78
1.0,0.03,1.79
0.8,0.04,1.79
0.5,0.05,1.79
0.3,0.06,1.79
0.3,0.07,1.79
0.3,0.08,1.79
0.3,0.09,1.79
0.3,0.1,1.79
1.0,0.03,1.8
0.8,0.04,1.8
0.5,0.05,1.8
0.3,0.06,1.8
0.3,0.07,1.8
0.3,0.08,1.8
0.3,0.09,1.8
0.3,0.1,1.8
1.0,0.03,1.81
0.8,0.04,1.81
0.5,0.05,1.81
0.3,0.06,1.81
0.3,0.07,1.81
0.3,0.08,1.81
0.3,0.09,1.81
0.3,0.1,1.81
1.0,0.03,1.82
0.8,0.04,1.82
0.45,0.05,1.82
0.3,0.06,1.82
0.3,0.07,1.82
0.3,0.08,1.82
0.3,0.09,1.82
0.3,0.1,1.82
1.0,0.03,1.83
0.8,0.04,1.83
0.45,0.05,1.83
0.3,0.06,1.83
0.3,0.07,1.83
0.3,0.08,1.83
0.3,0.09,1.83
0.3,0.1,1.83
1.0,0.03,1.84
0.8,0.04,1.84
0.45,0.05,1.84
0.3,0.06,1.84
0.3,0.07,1.84
0.3,0.08,1.84
0.3,0.09,1.84
0.3,0.1,1.84
1.0,0.03,1.85
0.8,0.04,1.85
0.45,0.05,1.85
0.3,0.06,1.85
0.3,0.07,1.85
0.3,0.08,1.85
0.3,0.09,1.85
0.3,0.1,1.85
1.0,0.03,1.86
0.8,0.04,1.86
0.45,0.05,1.86
0.3,0.06,1.86
0.3,0.07,1.86
0.3,0.08,1.86
0.3,0.09,1.86
0.3,0.1,1.86
1.0,0.03,1.87
0.8,0.04,1.87
0.45,0.05,1.87
0.3,0.06,1.87
0.3,0.07,1.87
0.3,0.08,1.87
0.3,0.09,1.87
0.3,0.1,1.87
1.0,0.03,1.8800000000000001
0.8,0.04,1.8800000000000001
0.45,0.05,1.8800000000000001
0.3,0.06,1.8800000000000001
0.3,0.07,1.8800000000000001
0.3,0.08,1.8800000000000001
0.3,0.09,1.8800000000000001
0.3,0.1,1.8800000000000001
1.0,0.03,1.8900000000000001
0.75,0.04,1.8900000000000001
0.45,0.05,1.8900000000000001
0.3,0.06,1.8900000000000001
0.3,0.07,1.8900000000000001
0.3,0.08,1.8900000000000001
0.3,0.09,1.8900000000000001
0.3,0.1,1.8900000000000001
1.0,0.03,1.9000000000000001
0.75,0.04,1.9000000000000001
0.4,0.05,1.9000000000000001
0.3,0.06,1.9000000000000001
0.3,0.07,1.9000000000000001
0.3,0.08,1.9000000000000001
0.3,0.09,1.9000000000000001
0.3,0.1,1.9000000000000001
1.0,0.03,1.9100000000000001
0.75,0.04,1.9100000000000001
0.4,0.05,1.9100000000000001
0.3,0.06,1.9100000000000001
0.3,0.07,1.9100000000000001
0.3,0.08,1.9100000000000001
0.3,0.09,1.9100000000000001
0.3,0.1,1.9100000000000001
1.0,0.03,1.92
0.75,0.04,1.92
0.4,0.05,1.92
0.3,0.06,1.92
0.3,0.07,1.92
0.3,0.08,1.92
0.3,0.09,1.92
0.3,0.1,1.92
1.0,0.03,1.93
0.75,0.04,1.93
0.4,0.05,1.93
0.3,0.06,1.93
0.3,0.07,1.93
0.3,0.08,1.93
0.3,0.09,1.93
0.3,0.1,1.93
1.0,0.03,1.94
0.75,0.04,1.94
0.3,0.05,1.94
0.3,0.06,1.94
0.3,0.07,1.94
0.3,0.08,1.94
0.3,0.09,1.94
0.3,0.1,1.94
1.0,0.03,1.95
0.75,0.04,1.95
0.3,0.05,1.95
0.3,0.06,1.95
0.3,0.07,1.95
0.3,0.08,1.95
0.3,0.09,1.95
0.3,0.1,1.95
1.0,0.03,1.96
0.75,0.04,1.96
0.3,0.05,1.96
0.3,0.06,1.96
0.3,0.07,1.96
0.3,0.08,1.96
0.3,0.09,1.96
0.3,0.1,1.96
1.0,0.03,1.97
0.75,0.04,1.97
0.3,0.05,1.97
0.3,0.06,1.97
0.3,0.07,1.97
0.3,0.08,1.97
0.3,0.09,1.97
0.3,0.1,1.97
1.0,0.03,1.98
0.75,0.04,1.98
0.3,0.05,1.98
0.3,0.06,1.98
0.3,0.07,1.98
0.3,0.08,1.98
0.3,0.09,1.98
0.3,0.1,1.98
1.0,0.03,1.99
0.75,0.04,1.99
0.3,0.05,1.99
0.3,0.06,1.99
0.3,0.07,1.99
0.3,0.08,1.99
0.3,0.09,1.99
0.3,0.1,1.99
1.0,0.03,2.0
0.75,0.04,2.0
0.3,0.05,2.0
0.3,0.06,2.0
0.3,0.07,2.0
0.3,0.08,2.0
0.3,0.09,2.0
0.3,0.1,2.0
1.0,0.03,2.0100000000000002
0.75,0.04,2.0100000000000002
0.3,0.05,2.0100000000000002
0.3,0.06,2.0100000000000002
0.3,0.07,2.0100000000000002
0.3,0.08,2.0100000000000002
0.3,0.09,2.0100000000000002
0.3,0.1,2.0100000000000002
1.0,0.03,2.02
0.75,0.04,2.02
0.3,0.05,2.02
0.3,0.06,2.02
0.3,0.07,2.02
0.3,0.08,2.02
0.3,0.09,2.02
0.3,0.1,2.02
1.0,0.03,2.0300000000000002
0.75,0.04,2.0300000000000002
0.3,0.05,2.0300000000000002
0.3,0.06,2.0300000000000002
0.3,0.07,2.0300000000000002
0.3,0.08,2.0300000000000002
0.3,0.09,2.0300000000000002
0.3,0.1,2.0300000000000002
1.0,0.03,2.04
0.75,0.04,2.04
0.3,0.05,2.04
0.3,0.06,2.04
0.3,0.07,2.04
0.3,0.08,2.04
0.3,0.09,2.04
0.3,0.1,2.04
