adhesivity,particle_size,time_throughput_100,avg_retained_particles_throughput_100,product,n
0.35,0.05,147.00538953725723,0.4858978470689763,0.5107616806743275,0.01
0.4,0.05,154.67516079813626,0.44039363731548925,0.4631644752113812,0.01
0.45,0.05,162.9132385268621,0.3991620828738159,0.4200189103666502,0.01
0.5,0.05,171.979178887524,0.3618100024603878,0.3809213613337749,0.01
0.55,0.05,182.30928514688048,0.32798104443916287,0.3455069854931428,0.01
0.6,0.05,194.63859944979535,0.29735266473442584,0.3134470050089621,0.01
0.65,0.05,210.39459488008504,0.2696365322726499,0.28445205715888766,0.01
0.7,0.05,232.89677200586192,0.2445822126251732,0.2582834056409696,0.01
0.3,0.06,152.12737691254063,0.5371968844057664,0.5648791682102572,0.01
0.35,0.06,162.99942212798948,0.48702645442076115,0.5124770396650943,0.01
0.4,0.06,175.16498396218574,0.44155077196115133,0.46495949541764864,0.01
0.45,0.06,189.30368132818765,0.40034734407518896,0.4218990449924266,0.01
0.5,0.06,206.72536478044054,0.36303567380928786,0.3829157595813756,0.01
0.55,0.06,230.24327060383436,0.32927777092088667,0.3476836614519069,0.01
0.3,0.07,167.18530416622644,0.5383020616143469,0.5665758044613489,0.01
0.35,0.07,183.48283457627574,0.48818365506683875,0.5143031556562975,0.01
0.4,0.07,203.36818630383775,0.44276204724281,0.4669315471497864,0.01
0.45,0.07,229.78223804064004,0.4016363742804471,0.4240784485896974,0.01
0.5,0.07,270.92683097510445,0.3644732775789975,0.38547322066829426,0.01
0.3,0.08,185.920155012693,0.5394271334409939,0.5683633332990929,0.01
0.35,0.08,210.98958667849678,0.48938452871794524,0.5162889686811571,0.01
0.4,0.08,246.11680183837638,0.4440686844721487,0.4692038431018873,0.01
0.3,0.09,210.06044411136457,0.5405810185401306,0.5702748710876955,0.01
0.35,0.09,250.8528129867108,0.49065738564290956,0.5185283789500355,0.01
0.3,0.1,242.77848429006087,0.5417788005154083,0.5723663711872472,0.01
0.3,0.03,120.3802720865776,0.5339687378352925,0.5876610917721548,0.02
0.35,0.03,123.40567299400092,0.48370265440043725,0.5326049190045787,0.02
0.4,0.03,126.34872801760277,0.43817693442539535,0.48270403603979184,0.02
0.45,0.03,129.22301912913335,0.39694736804106606,0.43748153208818863,0.02
0.5,0.03,132.04702583639434,0.3596048581686856,0.3964971982080384,0.02
0.55,0.03,134.84056324548388,0.3257884815333804,0.35936198760168825,0.02
0.6,0.03,137.62755383576763,0.29516454637353845,0.325715404638233,0.02
0.65,0.03,140.43784228825277,0.267431865332376,0.2952315974998147,0.02
0.7,0.03,143.30306223768272,0.24231824709791658,0.26761547808041075,0.02
0.75,0.03,146.2593245713499,0.21957646561573918,0.24259858392168235,0.02
0.8,0.03,149.35325089953523,0.19898230655315052,0.2199372317038696,0.02
0.85,0.03,152.64316960517567,0.18033304971588618,0.19941089139856838,0.02
0.9,0.03,156.19688181152375,0.1634449607828452,0.18081938278024876,0.02
0.95,0.03,160.12372869871655,0.14815214968731327,0.16398233695619974,0.02
1.0,0.03,164.5493881797441,0.13430402544799777,0.14873560873963873,0.02
0.3,0.04,129.2835701519472,0.5350291798894725,0.5896690524436032,0.02
0.35,0.04,134.0885122685114,0.484792160582508,0.5346916719403,0.02
0.4,0.04,138.92638661325452,0.4392732997483364,0.484831134515424,0.02
0.45,0.04,143.84055166935403,0.3980351818438042,0.43962166558728427,0.02
0.5,0.04,148.89848070655287,0.3606796558148133,0.39863869450175665,0.02
0.55,0.04,154.18183057317125,0.32684461802600284,0.3614947563407797,0.02
0.6,0.04,159.80580805496717,0.29620107593400213,0.3278373895395663,0.02
0.65,0.04,165.92859470599944,0.2684504090941925,0.2973462699150407,0.02
0.7,0.04,172.7861860533086,0.2433224713757092,0.26973195443243236,0.02
0.75,0.04,180.74288186520616,0.2205727644727969,0.24473332482817925,0.02
0.8,0.04,190.41012113504462,0.1999810639326305,0.22211744805990882,0.02
0.85,0.04,202.9474937335996,0.18135065284085755,0.20168184106803175,0.02
0.9,0.04,221.12495341384476,0.1645121515881521,0.1832697289109241,0.02
0.3,0.05,139.71317569644754,0.5361059308447492,0.5917732898706134,0.02
0.35,0.05,147.00538953725723,0.4858978470689763,0.5368978191999079,0.02
0.4,0.05,154.67516079813626,0.44039363731548925,0.487112694010507,0.02
0.45,0.05,162.9132385268621,0.3991620828738159,0.441965538899538,0.02
0.5,0.05,171.979178887524,0.3618100024603878,0.4010422114746883,0.02
0.55,0.05,182.30928514688048,0.32798104443916287,0.36396943984578856,0.02
0.6,0.05,194.63859944979535,0.29735266473442584,0.3304124583407965,0.02
0.65,0.05,210.39459488008504,0.2696365322726499,0.30008164005056215,0.02
0.7,0.05,232.89677200586192,0.2445822126251732,0.2727521225418482,0.02
0.3,0.06,152.12737691254063,0.5371968844057664,0.5939879473256435,0.02
0.35,0.06,162.99942212798948,0.48702645442076115,0.5392575984322198,0.02
0.4,0.06,175.16498396218574,0.44155077196115133,0.4896092275387418,0.02
0.45,0.06,189.30368132818765,0.40034734407518896,0.4446109279848045,0.02
0.5,0.06,206.72536478044054,0.36303567380928786,0.40388449266505827,0.02
0.55,0.06,230.24327060383436,0.32927777092088667,0.3671184000745929,0.02
0.3,0.07,167.18530416622644,0.5383020616143469,0.5963345955583632,0.02
0.35,0.07,183.48283457627574,0.48818365506683875,0.5418201391478605,0.02
0.4,0.07,203.36818630383775,0.44276204724281,0.49242041200547765,0.02
0.45,0.07,229.78223804064004,0.4016363742804471,0.4477745096679604,0.02
0.5,0.07,270.92683097510445,0.3644732775789975,0.40768312244834337,0.02
0.3,0.08,185.920155012693,0.5394271334409939,0.5988517421773178,0.02
0.35,0.08,210.98958667849678,0.48938452871794524,0.5446725091211054,0.02
0.4,0.08,246.11680183837638,0.4440686844721487,0.49576170101539335,0.02
0.3,0.09,210.06044411136457,0.5405810185401306,0.6015997925201755,0.02
0.35,0.09,250.8528129867108,0.49065738564290956,0.5479825386185685,0.02
0.3,0.1,242.77848429006087,0.5417788005154083,0.6046808449396694,0.02
0.3,0.03,120.3802720865776,0.5339687378352925,0.6164991623329806,0.03
0.35,0.03,123.40567299400092,0.48370265440043725,0.5588799435193935,0.03
0.4,0.03,126.34872801760277,0.43817693442539535,0.5066366913847365,0.03
0.45,0.03,129.22301912913335,0.39694736804106606,0.45927533562128814,0.03
0.5,0.03,132.04702583639434,0.3596048581686856,0.4163393012801009,0.03
0.55,0.03,134.84056324548388,0.3257884815333804,0.3774247205940921,0.03
0.6,0.03,137.62755383576763,0.29516454637353845,0.34215693965764715,0.03
0.65,0.03,140.43784228825277,0.267431865332376,0.31019706047472045,0.03
0.7,0.03,143.30306223768272,0.24231824709791658,0.281237858829863,0.03
0.75,0.03,146.2593245713499,0.21957646561573918,0.25499959879903433,0.03
0.8,0.03,149.35325089953523,0.19898230655315052,0.23122825471836106,0.03
0.85,0.03,152.64316960517567,0.18033304971588618,0.20969382834947115,0.03
0.9,0.03,156.19688181152375,0.1634449607828452,0.19018738454516518,0.03
0.95,0.03,160.12372869871655,0.14815214968731327,0.17252086552902438,0.03
1.0,0.03,164.5493881797441,0.13430402544799777,0.1565229116131743,0.03
0.3,0.04,129.2835701519472,0.5350291798894725,0.6190472072816052,0.03
0.35,0.04,134.0885122685114,0.484792160582508,0.5615356528255854,0.03
0.4,0.04,138.92638661325452,0.4392732997483364,0.5093523903945767,0.03
0.45,0.04,143.84055166935403,0.3980351818438042,0.46201694142042476,0.03
0.5,0.04,148.89848070655287,0.3606796558148133,0.41909101941960547,0.03
0.55,0.04,154.18183057317125,0.32684461802600284,0.38017393149112405,0.03
0.6,0.04,159.80580805496717,0.29620107593400213,0.34490096423673794,0.03
0.65,0.04,165.92859470599944,0.2684504090941925,0.31294045320278857,0.03
0.7,0.04,172.7861860533086,0.2433224713757092,0.28399290448365017,0.03
0.75,0.04,180.74288186520616,0.2205727644727969,0.25778860856682,0.03
0.8,0.04,190.41012113504462,0.1999810639326305,0.23408822871249885,0.03
0.85,0.04,202.9474937335996,0.18135065284085755,0.2126868475133039,0.03
0.9,0.04,221.12495341384476,0.1645121515881521,0.19343591627353496,0.03
0.3,0.05,139.71317569644754,0.5361059308447492,0.6217384593792792,0.03
0.35,0.05,147.00538953725723,0.4858978470689763,0.5643713676426269,0.03
0.4,0.05,154.67516079813626,0.44039363731548925,0.5122991709540838,0.03
0.45,0.05,162.9132385268621,0.3991620828738159,0.4650589122386064,0.03
0.5,0.05,171.979178887524,0.3618100024603878,0.42222587575911813,0.03
0.55,0.05,182.30928514688048,0.32798104443916287,0.383418450867432,0.03
0.6,0.05,194.63859944979535,0.29735266473442584,0.3482961740970762,0.03
0.65,0.05,210.39459488008504,0.2696365322726499,0.3165700104082428,0.03
0.7,0.05,232.89677200586192,0.2445822126251732,0.2880313590664645,0.03
0.3,0.06,152.12737691254063,0.5371968844057664,0.624596730458301,0.03
0.35,0.06,162.99942212798948,0.48702645442076115,0.5674376312681704,0.03
0.4,0.06,175.16498396218574,0.44155077196115133,0.5155657601438124,0.03
0.45,0.06,189.30368132818765,0.40034734407518896,0.46854544856117764,0.03
0.5,0.06,206.72536478044054,0.36303567380928786,0.4260014881436224,0.03
0.55,0.06,230.24327060383436,0.32927777092088667,0.3876394970948947,0.03
0.3,0.07,167.18530416622644,0.5383020616143469,0.6276564354841175,0.03
0.35,0.07,183.48283457627574,0.48818365506683875,0.5708093756717987,0.03
0.4,0.07,203.36818630383775,0.44276204724281,0.5193006633194139,0.03
0.45,0.07,229.78223804064004,0.4016363742804471,0.47279462603007977,0.03
0.5,0.07,270.92683097510445,0.3644732775789975,0.4311726973953746,0.03
0.3,0.08,185.920155012693,0.5394271334409939,0.6309756243900564,0.03
0.35,0.08,210.98958667849678,0.48938452871794524,0.574616465174744,0.03
0.4,0.08,246.11680183837638,0.4440686844721487,0.5238227857829064,0.03
0.3,0.09,210.06044411136457,0.5405810185401306,0.6346453766584828,0.03
0.35,0.09,250.8528129867108,0.49065738564290956,0.579109793834034,0.03
0.3,0.1,242.77848429006087,0.5417788005154083,0.638819718703102,0.03
0.3,0.03,120.3802720865776,0.5339687378352925,0.6467523926267119,0.04
0.35,0.03,123.40567299400092,0.48370265440043725,0.5864511951035046,0.04
0.4,0.03,126.34872801760277,0.43817693442539535,0.5317559371641825,0.04
0.45,0.03,129.22301912913335,0.39694736804106606,0.4821548304067068,0.04
0.5,0.03,132.04702583639434,0.3596048581686856,0.43717437241373275,0.04
0.55,0.03,134.84056324548388,0.3257884815333804,0.3963953468373439,0.04
0.6,0.03,137.62755383576763,0.29516454637353845,0.35942841415780175,0.04
0.65,0.03,140.43784228825277,0.267431865332376,0.32592113155238334,0.04
0.7,0.03,143.30306223768272,0.24231824709791658,0.29555365708496234,0.04
0.75,0.03,146.2593245713499,0.21957646561573918,0.26803452162218844,0.04
0.8,0.03,149.35325089953523,0.19898230655315052,0.24309893038977706,0.04
0.85,0.03,152.64316960517567,0.18033304971588618,0.2205070211534753,0.04
0.9,0.03,156.19688181152375,0.1634449607828452,0.20004072950569537,0.04
0.95,0.03,160.12372869871655,0.14815214968731327,0.18150399363337302,0.04
1.0,0.03,164.5493881797441,0.13430402544799777,0.1647179318219065,0.04
0.3,0.04,129.2835701519472,0.5350291798894725,0.6498890237754275,0.04
0.35,0.04,134.0885122685114,0.484792160582508,0.5897273250021051,0.04
0.4,0.04,138.92638661325452,0.4392732997483364,0.535113855383839,0.04
0.45,0.04,143.84055166935403,0.3980351818438042,0.48555308090725346,0.04
0.5,0.04,148.89848070655287,0.3606796558148133,0.4405926594197948,0.04
0.55,0.04,154.18183057317125,0.32684461802600284,0.3998182979151375,0.04
0.6,0.04,159.80580805496717,0.29620107593400213,0.36285267918494957,0.04
0.65,0.04,165.92859470599944,0.2684504090941925,0.32935246599443896,0.04
0.7,0.04,172.7861860533086,0.2433224713757092,0.29900784268132713,0.04
0.75,0.04,180.74288186520616,0.2205727644727969,0.27154032559102204,0.04
0.8,0.04,190.41012113504462,0.1999810639326305,0.24670416169636264,0.04
0.85,0.04,202.9474937335996,0.18135065284085755,0.22429235505584455,0.04
0.9,0.04,221.12495341384476,0.1645121515881521,0.20416603400318395,0.04
0.3,0.05,139.71317569644754,0.5361059308447492,0.6532209521586174,0.04
0.35,0.05,147.00538953725723,0.4858978470689763,0.5932507624811447,0.04
0.4,0.05,154.67516079813626,0.44039363731548925,0.5387879309804652,0.04
0.45,0.05,162.9132385268621,0.3991620828738159,0.48935894954859316,0.04
0.5,0.05,171.979178887524,0.3618100024603878,0.44452849365909214,0.04
0.55,0.05,182.30928514688048,0.32798104443916287,0.40390673603769695,0.04
0.6,0.05,194.63859944979535,0.29735266473442584,0.3671478536246298,0.04
0.65,0.05,210.39459488008504,0.2696365322726499,0.33396435541004443,0.04
0.7,0.05,232.89677200586192,0.2445822126251732,0.3041665195215695,0.04
0.3,0.06,152.12737691254063,0.5371968844057664,0.6567828142905441,0.04
0.35,0.06,162.99942212798948,0.48702645442076115,0.5970902706152649,0.04
0.4,0.06,175.16498396218574,0.44155077196115133,0.542898372992029,0.04
0.45,0.06,189.30368132818765,0.40034734407518896,0.4937684243669744,0.04
0.5,0.06,206.72536478044054,0.36303567380928786,0.4493296256637417,0.04
0.55,0.06,230.24327060383436,0.32927777092088667,0.40930767751616776,0.04
0.3,0.07,167.18530416622644,0.5383020616143469,0.6606234217147178,0.04
0.35,0.07,183.48283457627574,0.48818365506683875,0.6013496358169008,0.04
0.4,0.07,203.36818630383775,0.44276204724281,0.5476482541121458,0.04
0.45,0.07,229.78223804064004,0.4016363742804471,0.4992127813811496,0.04
0.5,0.07,270.92683097510445,0.3644732775789975,0.45601567674109333,0.04
0.3,0.08,185.920155012693,0.5394271334409939,0.6648227107545702,0.04
0.35,0.08,210.98958667849678,0.48938452871794524,0.6062066223659965,0.04
0.4,0.08,246.11680183837638,0.4440686844721487,0.5534721829931045,0.04
0.3,0.09,210.06044411136457,0.5405810185401306,0.6695061386685566,0.04
0.35,0.09,250.8528129867108,0.49065738564290956,0.6120051820628092,0.04
0.3,0.1,242.77848429006087,0.5417788005154083,0.6748859938578452,0.04
0.3,0.03,120.3802720865776,0.5339687378352925,0.678490228251847,0.05
0.35,0.03,123.40567299400092,0.48370265440043725,0.6153826205903099,0.05
0.4,0.03,126.34872801760277,0.43817693442539535,0.5581206049970601,0.05
0.45,0.03,129.22301912913335,0.39694736804106606,0.5061741017946028,0.05
0.5,0.03,132.04702583639434,0.3596048581686856,0.45905210319493767,0.05
0.55,0.03,134.84056324548388,0.3257884815333804,0.4163195000766406,0.05
0.6,0.03,137.62755383576763,0.29516454637353845,0.3775717220093651,0.05
0.65,0.03,140.43784228825277,0.267431865332376,0.34244226502282654,0.05
0.7,0.03,143.30306223768272,0.24231824709791658,0.31059816974762183,0.05
0.75,0.03,146.2593245713499,0.21957646561573918,0.28173575613291313,0.05
0.8,0.03,149.35325089953523,0.19898230655315052,0.2555790166242213,0.05
0.85,0.03,152.64316960517567,0.18033304971588618,0.2318778132895003,0.05
0.9,0.03,156.19688181152375,0.1634449607828452,0.2104045626205445,0.05
0.95,0.03,160.12372869871655,0.14815214968731327,0.19095487148087123,0.05
1.0,0.03,164.5493881797441,0.13430402544799777,0.17334201609243882,0.05
0.3,0.04,129.2835701519472,0.5350291798894725,0.682267423640356,0.05
0.35,0.04,134.0885122685114,0.484792160582508,0.6193343487704771,0.05
0.4,0.04,138.92638661325452,0.4392732997483364,0.5621782554155363,0.05
0.45,0.04,143.84055166935403,0.3980351818438042,0.5102882021029356,0.05
0.5,0.04,148.89848070655287,0.3606796558148133,0.4631974500514103,0.05
0.55,0.04,154.18183057317125,0.32684461802600284,0.42047772902464187,0.05
0.6,0.04,159.80580805496717,0.29620107593400213,0.3817387611051266,0.05
0.65,0.04,165.92859470599944,0.2684504090941925,0.34662519896820887,0.05
0.7,0.04,172.7861860533086,0.2433224713757092,0.3148166329982674,0.05
0.75,0.04,180.74288186520616,0.2205727644727969,0.28602562709036866,0.05
0.8,0.04,190.41012113504462,0.1999810639326305,0.2600000168015938,0.05
0.85,0.04,202.9474937335996,0.18135065284085755,0.23653113074305285,0.05
0.9,0.04,221.12495341384476,0.1645121515881521,0.2154913639804349,0.05
0.3,0.05,139.71317569644754,0.5361059308447492,0.6862975997415537,0.05
0.35,0.05,147.00538953725723,0.4858978470689763,0.623607942150815,0.05
0.4,0.05,154.67516079813626,0.44039363731548925,0.5666463094788589,0.05
0.45,0.05,162.9132385268621,0.3991620828738159,0.5149287008619614,0.05
0.5,0.05,171.979178887524,0.3618100024603878,0.468009170019595,0.05
0.55,0.05,182.30928514688048,0.32798104443916287,0.4254898298387631,0.05
0.6,0.05,194.63859944979535,0.29735266473442584,0.3870198883769597,0.05
0.65,0.05,210.39459488008504,0.2696365322726499,0.3523144549940679,0.05
0.7,0.05,232.89677200586192,0.2445822126251732,0.32120555170701587,0.05
0.3,0.06,152.12737691254063,0.5371968844057664,0.6906274786787501,0.05
0.35,0.06,162.99942212798948,0.48702645442076115,0.6282924706044406,0.05
0.4,0.06,175.16498396218574,0.44155077196115133,0.5716800186947589,0.05
0.45,0.06,189.30368132818765,0.40034734407518896,0.5203492161764339,0.05
0.5,0.06,206.72536478044054,0.36303567380928786,0.4739352282052369,0.05
0.55,0.06,230.24327060383436,0.32927777092088667,0.43218706073356317,0.05
0.3,0.07,167.18530416622644,0.5383020616143469,0.695321963808822,0.05
0.35,0.07,183.48283457627574,0.48818365506683875,0.6335239046687325,0.05
0.4,0.07,203.36818630383775,0.44276204724281,0.5775432835286136,0.05
0.45,0.07,229.78223804064004,0.4016363742804471,0.5271070933840272,0.05
0.5,0.07,270.92683097510445,0.3644732775789975,0.4822900399070308,0.05
0.3,0.08,185.920155012693,0.5394271334409939,0.7004854381852097,0.05
0.35,0.08,210.98958667849678,0.48938452871794524,0.6395334823700802,0.05
0.4,0.08,246.11680183837638,0.4440686844721487,0.5847997942458901,0.05
0.3,0.09,210.06044411136457,0.5405810185401306,0.7062817853884531,0.05
0.35,0.09,250.8528129867108,0.49065738564290956,0.6467691392196934,0.05
0.3,0.1,242.77848429006087,0.5417788005154083,0.7129884870025064,0.05
0.3,0.03,120.3802720865776,0.5339687378352925,0.711785522684482,0.06
0.35,0.03,123.40567299400092,0.48370265440043725,0.6457413215054668,0.06
0.4,0.03,126.34872801760277,0.43817693442539535,0.5857924433970306,0.06
0.45,0.03,129.22301912913335,0.39694736804106606,0.531389929478572,0.06
0.5,0.03,132.04702583639434,0.3596048581686856,0.48202467195004345,0.06
0.55,0.03,134.84056324548388,0.3257884815333804,0.437245107761531,0.06
0.6,0.03,137.62755383576763,0.29516454637353845,0.3966308718111758,0.06
0.65,0.03,140.43784228825277,0.267431865332376,0.35980086444660664,0.06
0.7,0.03,143.30306223768272,0.24231824709791658,0.32640849043136716,0.06
0.75,0.03,146.2593245713499,0.21957646561573918,0.29613736246881056,0.06
0.8,0.03,149.35325089953523,0.19898230655315052,0.26869979902367713,0.06
0.85,0.03,152.64316960517567,0.18033304971588618,0.2438349582460584,0.06
0.9,0.03,156.19688181152375,0.1634449607828452,0.22130533157389937,0.06
0.95,0.03,160.12372869871655,0.14815214968731327,0.20089785471018679,0.06
1.0,0.03,164.5493881797441,0.13430402544799777,0.1824176287951376,0.06
0.3,0.04,129.2835701519472,0.5350291798894725,0.716258961655738,0.06
0.35,0.04,134.0885122685114,0.484792160582508,0.6504277812895674,0.06
0.4,0.04,138.92638661325452,0.4392732997483364,0.5906114889052091,0.06
0.45,0.04,143.84055166935403,0.3980351818438042,0.5362833837217168,0.06
0.5,0.04,148.89848070655287,0.3606796558148133,0.4869619889188953,0.06
0.55,0.04,154.18183057317125,0.32684461802600284,0.4422046752928921,0.06
0.6,0.04,159.80580805496717,0.29620107593400213,0.4016078427680555,0.06
0.65,0.04,165.92859470599944,0.2684504090941925,0.36480379218347525,0.06
0.7,0.04,172.7861860533086,0.2433224713757092,0.3314612470482704,0.06
0.75,0.04,180.74288186520616,0.2205727644727969,0.3012836460823023,0.06
0.8,0.04,190.41012113504462,0.1999810639326305,0.2740124376986776,0.06
0.85,0.04,202.9474937335996,0.18135065284085755,0.24943772959473998,0.06
0.9,0.04,221.12495341384476,0.1645121515881521,0.22744492332854988,0.06
0.3,0.05,139.71317569644754,0.5361059308447492,0.7210491241203282,0.06
0.35,0.05,147.00538953725723,0.4858978470689763,0.6555185262419856,0.06
0.4,0.05,154.67516079813626,0.44039363731548925,0.5959451234583284,0.06
0.45,0.05,162.9132385268621,0.3991620828738159,0.5418345106715126,0.06
0.5,0.05,171.979178887524,0.3618100024603878,0.49273013169411317,0.06
0.55,0.05,182.30928514688048,0.32798104443916287,0.4482262342842503,0.06
0.6,0.05,194.63859944979535,0.29735266473442584,0.40796750551741806,0.06
0.65,0.05,210.39459488008504,0.2696365322726499,0.3716728243209211,0.06
0.7,0.05,232.89677200586192,0.2445822126251732,0.339199089399095,0.06
0.3,0.06,152.12737691254063,0.5371968844057664,0.7262161919102371,0.06
0.35,0.06,162.99942212798948,0.48702645442076115,0.661125206765578,0.06
0.4,0.06,175.16498396218574,0.44155077196115133,0.6019875174310725,0.06
0.45,0.06,189.30368132818765,0.40034734407518896,0.5483609186281113,0.06
0.5,0.06,206.72536478044054,0.36303567380928786,0.49988825064039194,0.06
0.55,0.06,230.24327060383436,0.32927777092088667,0.4563453502729339,0.06
