Sample Size,Mean R2,Std R2
30,0.8039329685482408,
31,0.8685454072242614,
32,0.8471312617066058,
33,0.7561447858116837,
34,0.8400710202352756,
35,0.835884176201497,
36,0.884810046050883,
37,0.8747445426329941,
38,0.859380794907826,
39,0.9399344116979302,
40,0.8999680857585923,
41,0.9201703844401498,
42,0.8963994481340208,
43,0.9143689525213353,
44,0.8819450769123651,
45,0.9000011342536112,
46,0.9109335850942194,
47,0.8582634948230653,
48,0.8774579922788268,
49,0.9013614697466105,
50,0.9320588128191333,
51,0.9084197622155737,
52,0.9337740393106442,
53,0.8911794236121295,
54,0.914116492151906,
55,0.9160352036108251,
56,0.9185995675353898,
57,0.9361467491646415,
58,0.9339293019585424,
59,0.921213945640534,
60,0.9907205984554612,
61,0.9905236453479298,
62,0.9760150976895825,
63,0.990570646049263,
64,0.9843465405317503,
65,0.9854256311587244,
66,0.9847796978766331,
67,0.9890056443179571,
68,0.9891199189611193,
69,0.9861198346514787,
70,0.9843037277741958,
71,0.9789693479358554,
72,0.986058939745086,
73,0.9798902838907761,
74,0.9856454805874334,
75,0.9831723325336017,
76,0.9881532073603154,
77,0.9887090355206842,
78,0.988212428674726,
79,0.9883662375575505,
80,0.9892903015360278,
81,0.9876422846354938,
82,0.9905633658528484,
83,0.9917344952719747,
84,0.9894429832593363,
85,0.9915321375620546,
86,0.9956855118114062,
87,0.9888342482767745,
88,0.9886994363816037,
89,0.9844577781107592,
90,0.9890131777588413,
91,0.9846597840097858,
92,0.9880050796468027,
93,0.9876253440715783,
94,0.9884236156660496,
95,0.9882924381341472,
96,0.9882501642156045,
97,0.983820276612813,
98,0.9903449174266996,
99,0.9830214446890067,
100,0.988951464190598,
101,0.987156866673523,
102,0.9890320164220524,
103,0.9879364939663288,
104,0.9843432756129413,
105,0.9877452005114213,
106,0.9901170246650425,
107,0.9850089192909721,
108,0.9888582323507503,
109,0.9916003490374895,
110,0.989685021257157,
111,0.9859567559550169,
112,0.9923585045881569,
113,0.98869916688902,
114,0.9872080674643509,
115,0.9937633439611565,
116,0.9910414521844663,
117,0.9928607047754273,
118,0.9925352376019633,
119,0.9914418925506879,
120,0.9912394329140602,
121,0.9855185716731849,
122,0.9862454227658431,
123,0.9909060674732217,
124,0.989710826640533,
125,0.986997363996129,
126,0.989670749540507,
127,0.9907480968644977,
128,0.985832331017753,
129,0.9876629999126912,
130,0.9895512965997628,
131,0.9923443724093672,
132,0.9903262751877425,
133,0.9915415657507819,
134,0.9887140173399521,
135,0.9903570256908941,
136,0.9883700192117602,
137,0.9914739274014699,
138,0.9923395631426305,
139,0.9881073116771603,
140,0.9940910055171766,
141,0.991548407688432,
142,0.9905340709824766,
143,0.9946081802495634,
144,0.9901241511096802,
145,0.9911243352025803,
146,0.997877164500937,
147,0.9952483105445705,
148,0.9933228217858774,
149,0.9936757791644261,
150,0.9937437568362979,
151,0.9957545410723212,
152,0.9917626980258389,
153,0.9953577579085735,
154,0.9916310277038365,
155,0.9953515153531153,
156,0.9937882296210212,
157,0.9911296598703425,
158,0.9950815436305394,
159,0.9927434732774651,
160,0.9949841481367241,
161,0.9955632915678753,
162,0.9924549923925909,
163,0.9919480127583505,
164,0.9924724092200642,
165,0.989149280785446,
166,0.9927102216507404,
167,0.9943941461047202,
168,0.9941588872150915,
169,0.9904487170737221,
170,0.9955480328746882,
171,0.9885194651392437,
172,0.9928281029795489,
173,0.9946478020025525,
174,0.9956216427434198,
175,0.9935147006920008,
176,0.9945290735033813,
177,0.9954869702847382,
178,0.9933946208881168,
179,0.9922622537778976,
180,0.9940390889797167,
