n,adhesivity,Optimal Time,Optimal Retained,Optimal Score,particle_size
0.336,0.45,0.6856682952920145,0.10479106121932907,0.2999658118677514,0.06
0.337,0.45,0.6856682952920145,0.10479106121932907,0.3005466891018241,0.06
0.338,0.45,0.6856682952920145,0.10479106121932907,0.30112756633589677,0.06
0.339,0.45,0.6856682952920145,0.10479106121932907,0.30170844356996945,0.06
0.34,0.45,0.6856682952920145,0.10479106121932907,0.30228932080404214,0.06
0.341,0.45,0.6856682952920145,0.10479106121932907,0.3028701980381148,0.06
0.342,0.45,0.6856682952920145,0.10479106121932907,0.3034510752721875,0.06
0.343,0.45,0.6856682952920145,0.10479106121932907,0.3040319525062602,0.06
0.34400000000000003,0.45,0.6856682952920145,0.10479106121932907,0.3046128297403329,0.06
0.34500000000000003,0.45,0.6856682952920145,0.10479106121932907,0.30519370697440557,0.06
0.34600000000000003,0.45,0.6856682952920145,0.10479106121932907,0.30577458420847825,0.06
0.34700000000000003,0.45,0.6856682952920145,0.10479106121932907,0.30635546144255094,0.06
0.34800000000000003,0.45,0.6856682952920145,0.10479106121932907,0.3069363386766236,0.06
0.34900000000000003,0.45,0.6856682952920145,0.10479106121932907,0.30751721591069625,0.06
0.35000000000000003,0.45,0.6856682952920145,0.10479106121932907,0.308098093144769,0.06
0.35100000000000003,0.45,0.6856682952920145,0.10479106121932907,0.3086789703788416,0.06
0.352,0.45,0.6856682952920145,0.10479106121932907,0.3092598476129143,0.06
0.353,0.45,0.6856682952920145,0.10479106121932907,0.309840724846987,0.06
0.354,0.45,0.6856682952920145,0.10479106121932907,0.3104216020810597,0.06
0.355,0.45,0.6856682952920145,0.10479106121932907,0.31100247931513236,0.06
0.356,0.45,0.6856682952920145,0.10479106121932907,0.31158335654920505,0.06
0.357,0.45,0.6856682952920145,0.10479106121932907,0.31216423378327773,0.06
0.358,0.45,0.6856682952920145,0.10479106121932907,0.3127451110173505,0.06
0.359,0.45,0.6856682952920145,0.10479106121932907,0.3133259882514231,0.06
0.36,0.4,0.5771122270940029,0.16559404545825468,0.313740590847124,0.06
0.361,0.4,0.5771122270940029,0.16559404545825468,0.3141521090287598,0.06
0.362,0.4,0.5771122270940029,0.16559404545825468,0.31456362721039555,0.06
0.363,0.4,0.5771122270940029,0.16559404545825468,0.31497514539203125,0.06
0.364,0.4,0.5771122270940029,0.16559404545825468,0.31538666357366707,0.06
0.365,0.4,0.5771122270940029,0.16559404545825468,0.3157981817553028,0.06
0.366,0.4,0.5771122270940029,0.16559404545825468,0.31620969993693854,0.06
0.367,0.4,0.5771122270940029,0.16559404545825468,0.31662121811857424,0.06
0.368,0.4,0.5771122270940029,0.16559404545825468,0.31703273630021,0.06
0.369,0.4,0.5771122270940029,0.16559404545825468,0.31744425448184577,0.06
0.37,0.4,0.5771122270940029,0.16559404545825468,0.31785577266348153,0.06
0.371,0.4,0.5771122270940029,0.16559404545825468,0.3182672908451173,0.06
0.372,0.4,0.5771122270940029,0.16559404545825468,0.318678809026753,0.06
0.373,0.4,0.5771122270940029,0.16559404545825468,0.31909032720838876,0.06
0.374,0.4,0.5771122270940029,0.16559404545825468,0.3195018453900245,0.06
0.375,0.4,0.5771122270940029,0.16559404545825468,0.3199133635716603,0.06
0.376,0.4,0.5771122270940029,0.16559404545825468,0.320324881753296,0.06
0.377,0.4,0.5771122270940029,0.16559404545825468,0.32073639993493175,0.06
0.378,0.4,0.5771122270940029,0.16559404545825468,0.3211479181165675,0.06
0.379,0.4,0.5771122270940029,0.16559404545825468,0.32155943629820327,0.06
0.38,0.4,0.5771122270940029,0.16559404545825468,0.32197095447983903,0.06
0.381,0.4,0.5771122270940029,0.16559404545825468,0.32238247266147474,0.06
0.382,0.4,0.5771122270940029,0.16559404545825468,0.3227939908431105,0.06
0.383,0.4,0.5771122270940029,0.16559404545825468,0.32320550902474626,0.06
0.384,0.4,0.5771122270940029,0.16559404545825468,0.32361702720638197,0.06
0.385,0.4,0.5771122270940029,0.16559404545825468,0.32402854538801773,0.06
0.386,0.4,0.5771122270940029,0.16559404545825468,0.3244400635696535,0.06
0.387,0.4,0.5771122270940029,0.16559404545825468,0.32485158175128925,0.06
0.388,0.4,0.5771122270940029,0.16559404545825468,0.325263099932925,0.06
0.389,0.4,0.5771122270940029,0.16559404545825468,0.3256746181145608,0.06
0.39,0.4,0.5771122270940029,0.16559404545825468,0.3260861362961965,0.06
0.391,0.4,0.5771122270940029,0.16559404545825468,0.32649765447783224,0.06
0.392,0.4,0.5771122270940029,0.16559404545825468,0.326909172659468,0.06
0.393,0.4,0.5771122270940029,0.16559404545825468,0.3273206908411037,0.06
0.394,0.4,0.5771122270940029,0.16559404545825468,0.3277322090227395,0.06
0.395,0.4,0.5771122270940029,0.16559404545825468,0.32814372720437524,0.06
0.396,0.4,0.5771122270940029,0.16559404545825468,0.328555245386011,0.06
0.397,0.4,0.5771122270940029,0.16559404545825468,0.3289667635676467,0.06
0.398,0.4,0.5771122270940029,0.16559404545825468,0.32937828174928246,0.06
0.399,0.4,0.5771122270940029,0.16559404545825468,0.3297897999309182,0.06
0.4,0.4,0.5771122270940029,0.16559404545825468,0.330201318112554,0.06
0.401,0.4,0.5771122270940029,0.16559404545825468,0.33061283629418975,0.06
0.402,0.4,0.5771122270940029,0.16559404545825468,0.33102435447582546,0.06
0.403,0.4,0.5771122270940029,0.16559404545825468,0.3314358726574612,0.06
0.404,0.4,0.5771122270940029,0.16559404545825468,0.331847390839097,0.06
0.405,0.4,0.5771122270940029,0.16559404545825468,0.33225890902073274,0.06
0.406,0.4,0.5771122270940029,0.16559404545825468,0.33267042720236845,0.06
0.40700000000000003,0.4,0.5771122270940029,0.16559404545825468,0.3330819453840042,0.06
0.40800000000000003,0.4,0.5771122270940029,0.16559404545825468,0.33349346356563997,0.06
0.40900000000000003,0.4,0.5771122270940029,0.16559404545825468,0.3339049817472757,0.06
0.41000000000000003,0.4,0.5771122270940029,0.16559404545825468,0.3343164999289115,0.06
0.41100000000000003,0.4,0.5771122270940029,0.16559404545825468,0.3347280181105472,0.06
0.41200000000000003,0.4,0.5771122270940029,0.16559404545825468,0.33513953629218296,0.06
0.41300000000000003,0.4,0.5771122270940029,0.16559404545825468,0.3355510544738187,0.06
0.41400000000000003,0.4,0.5771122270940029,0.16559404545825468,0.3359625726554545,0.06
0.41500000000000004,0.4,0.5771122270940029,0.16559404545825468,0.3363740908370902,0.06
0.41600000000000004,0.4,0.5771122270940029,0.16559404545825468,0.33678560901872595,0.06
0.417,0.4,0.5771122270940029,0.16559404545825468,0.33719712720036166,0.06
0.418,0.4,0.5771122270940029,0.16559404545825468,0.3376086453819974,0.06
0.419,0.35,0.48370577486200494,0.23280068834063578,0.33792991959308943,0.06
0.42,0.35,0.48370577486200494,0.23280068834063578,0.33818082467961086,0.06
0.421,0.35,0.48370577486200494,0.23280068834063578,0.33843172976613217,0.06
0.422,0.35,0.48370577486200494,0.23280068834063578,0.3386826348526536,0.06
0.423,0.35,0.48370577486200494,0.23280068834063578,0.33893353993917497,0.06
0.424,0.35,0.48370577486200494,0.23280068834063578,0.33918444502569634,0.06
0.425,0.35,0.48370577486200494,0.23280068834063578,0.33943535011221765,0.06
0.426,0.35,0.48370577486200494,0.23280068834063578,0.3396862551987391,0.06
0.427,0.35,0.48370577486200494,0.23280068834063578,0.3399371602852604,0.06
0.428,0.35,0.48370577486200494,0.23280068834063578,0.3401880653717818,0.06
0.429,0.35,0.48370577486200494,0.23280068834063578,0.3404389704583032,0.06
0.43,0.35,0.48370577486200494,0.23280068834063578,0.34068987554482455,0.06
0.431,0.35,0.48370577486200494,0.23280068834063578,0.3409407806313459,0.06
0.432,0.35,0.48370577486200494,0.23280068834063578,0.3411916857178673,0.06
0.433,0.35,0.48370577486200494,0.23280068834063578,0.3414425908043886,0.06
0.434,0.35,0.48370577486200494,0.23280068834063578,0.34169349589091,0.06
0.435,0.35,0.48370577486200494,0.23280068834063578,0.34194440097743134,0.06
0.436,0.35,0.48370577486200494,0.23280068834063578,0.34219530606395276,0.06
0.437,0.35,0.48370577486200494,0.23280068834063578,0.34244621115047413,0.06
0.438,0.35,0.48370577486200494,0.23280068834063578,0.3426971162369955,0.06
0.439,0.35,0.48370577486200494,0.23280068834063578,0.34294802132351687,0.06
0.44,0.35,0.48370577486200494,0.23280068834063578,0.34319892641003824,0.06
0.441,0.35,0.48370577486200494,0.23280068834063578,0.34344983149655955,0.06
0.442,0.35,0.48370577486200494,0.23280068834063578,0.343700736583081,0.06
0.443,0.35,0.48370577486200494,0.23280068834063578,0.3439516416696023,0.06
0.444,0.35,0.48370577486200494,0.23280068834063578,0.3442025467561237,0.06
0.445,0.35,0.48370577486200494,0.23280068834063578,0.3444534518426451,0.06
