adhesivity,particle_size,avg_retained_particles_throughput_100,time_throughput_100,ratio,n
0.35,0.08,0.5195058941541763,210.98958667849678,0.00020444348678425132,4.8
0.4,0.08,0.5650145983164038,246.11680183837638,0.00026226790523166627,4.8
0.0,0.09,0.0,99.99999999999997,0.0,4.8
0.05,0.09,0.1258779672255541,111.88393974420278,4.275539371410574e-07,4.8
0.1,0.09,0.2089826457388293,125.43526373701722,4.346197158345705e-06,4.8
0.15,0.09,0.2841388002272276,141.04143435917598,1.688884256030863e-05,4.8
0.2,0.09,0.35211119871938235,159.36432992486544,4.184774883679762e-05,4.8
0.25,0.09,0.4135906006643604,181.55993533068914,7.952783326437802e-05,4.8
0.3,0.09,0.4692009557204736,210.06044411136457,0.00012594426126551453,4.8
0.35,0.09,0.5195058938866581,250.8528129867108,0.0001719552041514685,4.8
0.0,0.1,0.0,99.99999999999997,0.0,4.8
0.05,0.1,0.1258779561981629,113.38412516552017,4.2189679336081904e-07,4.8
0.1,0.1,0.20898265124689241,129.0999796715469,4.222823715131292e-06,4.8
0.15,0.1,0.2841387995486321,147.8461688671415,1.611152030734147e-05,4.8
0.2,0.1,0.35211119824749504,170.85218596553233,3.9033965949286565e-05,4.8
0.25,0.1,0.4135906018572362,200.55042782589425,7.199719602145067e-05,4.8
0.3,0.1,0.46920095441909626,242.77848429006087,0.00010897138261596547,4.8
0.0,0.01,0.0,99.99999999999997,0.0,4.9
0.05,0.01,0.12587695011677058,101.19236959938112,3.8422770085469464e-07,4.9
0.1,0.01,0.20898202247291953,102.29735290186477,4.5568984515365665e-06,4.9
0.15,0.01,0.28413846650187335,103.31958698058013,2.0328928882555518e-05,4.9
0.2,0.01,0.35211107397942865,104.26425842722523,5.7622884258336534e-05,4.9
0.25,0.01,0.41359061770418504,105.13678947092481,0.0001257307807447586,4.9
0.3,0.01,0.469201060134287,105.94258131603084,0.0002315199791478905,4.9
0.35,0.01,0.5195060495478854,106.68658468452536,0.00037869029270434497,4.9
0.4,0.01,0.5650146953616895,107.37357941736713,0.0005677999002158753,4.9
0.45,0.01,0.6061870911203069,108.00886076232126,0.0007967340261608155,4.9
0.5,0.01,0.6434390059835888,108.5966145676133,0.00106137755366262,4.9
0.55,0.01,0.677145938847715,109.14078467065644,0.0013563010285197411,4.9
0.6,0.01,0.707647216007361,109.64615973250085,0.0016753629479483298,4.9
0.65,0.01,0.7352495502260838,110.11603721072525,0.0020122400422113657,4.9
0.7,0.01,0.7602301151966131,110.5538575309376,0.0023607877300007686,4.9
0.75,0.01,0.7828394246443964,110.96278954325085,0.002715306194361478,4.9
0.8,0.01,0.803303915183052,111.3456990320457,0.0030707042054707165,4.9
0.85,0.01,0.821828272190027,111.70491217983547,0.003422591037572422,4.9
