Sample Size,Mean R2,Std R2
30,0.14028183001117767,0.0
31,0.3320997472663903,0.6336362752555933
32,-0.5124441853871509,3.348178035991866
33,0.8336644546761948,0.23199972505281774
34,0.26395521346433454,2.2634071412532157
35,0.9879789881680605,0.013772840326595162
36,-0.6017205480029377,4.978501434720236
37,0.917577231008852,0.13797597518005209
38,0.8687540865658265,0.19626875775952182
39,0.9668267789516687,0.014605615158204244
40,0.9799197276692156,0.01295640529967164
41,0.9749263373690914,0.008002514929940028
42,0.9898536139425895,0.013095255256689364
43,0.9953414319459076,0.008484870770985958
44,0.9956882452375103,0.007560376206286552
45,0.9968523873040385,0.0031130178845869896
46,0.9975313104994648,0.0020631598532879817
47,0.9935298099600406,0.010156948804122894
48,0.9973808972866701,0.0017225256084499852
49,0.99766765233206,0.002126422366587936
50,0.9984835682039026,0.0005806841527242438
51,0.9974973174452467,0.0008163073107137379
52,0.9981876998611277,0.0006411771966068619
53,0.9982879795783604,0.0007459136799246719
54,0.9982396076431448,0.0012595338853618643
55,0.9983024130486255,0.0007822759585984562
56,0.9960794678280337,0.006789953028843472
57,0.9987670515730379,0.0006272107166807183
58,0.9979903077130217,0.000822004633336709
59,0.9978881331252344,0.002027077242636359
60,0.99863445101532,0.0008103175880530628
61,0.9984707015661455,0.001173750320491111
62,0.9982473917047152,0.001726404713921823
63,0.9982132973786791,0.0008978129480635856
64,0.9980313804889194,0.001366671245250066
65,0.9986141812482142,0.000521718056553184
66,0.9986344196296765,0.0008463540748026013
67,0.9989704161110913,0.00030244830974518027
68,0.9989269899955652,0.0007648160767560115
69,0.9987582058392688,0.0004998795800497104
70,0.9987475287318786,0.0006482913889187177
71,0.9986813765452837,0.0006280227890089095
72,0.9987849904161052,0.0003269294621633508
73,0.9990714913556727,0.0003309401505267704
74,0.998860075186883,0.00023439012420580358
75,0.9988989260558465,0.0004355255659169168
76,0.9988205265783974,0.0003586060932544399
77,0.9990520547883444,0.00024580979954366407
78,0.9988957884133116,0.00024023865969035414
79,0.9982035502438459,0.0017883852813320392
80,0.9990540867066343,0.00014870241923571785
81,0.9988545492048566,0.00043261590882668217
82,0.9989102580842413,0.0003023064626760262
83,0.9989789137383003,0.00022855019760096822
84,0.9989874810913824,0.00026087738699061947
85,0.9991003635570165,0.00017498734666956955
86,0.9991955363742943,0.0002640570345712861
87,0.9990277518459985,0.00021293953528956806
88,0.9990945735919066,0.0002109493206932825
89,0.9989335419397142,0.0003549045556025694
90,0.9991149515473443,0.00023708879242390174
91,0.999063046779636,0.0003015908067138389
92,0.9991092934728641,0.00023355249227515422
93,0.9985640856800613,0.001417203394432303
94,0.9991358604529065,0.00019011868720945015
95,0.9991052086846036,0.00012781845216501065
96,0.9991744658647868,0.00018923949389858315
97,0.9991001101507507,0.00014133306995957898
98,0.9991245983929783,0.00014559683112946485
99,0.9990735520471373,0.0002207747454133361
100,0.9991297077151357,0.0001588533442626762
101,0.9989905709677259,0.00032304523595617327
102,0.9991006961832479,0.00016038755552922758
103,0.9991154977688901,0.00018032307808794619
104,0.9990974856220909,0.00019334544395494842
105,0.9990108676400686,0.000292697293047622
106,0.9989579143949268,0.0002977333458533902
107,0.9991370399123882,9.68149376377256e-05
108,0.999037493682845,7.525539416843031e-05
109,0.9990734286370788,0.00015249262021373587
110,0.9992101858878979,8.168180781565486e-05
111,0.999072569114773,0.00023136635194280226
112,0.9991065721776788,0.00018147866821527364
113,0.9990961594006814,0.00015557140084477544
114,0.999091134440756,0.00015002494799023404
115,0.9990862750433166,0.0001467403999773965
116,0.9991524897275539,0.00010014264068373067
117,0.9990995637798352,6.888142277957336e-05
118,0.9990425370994259,0.0001679666340647539
119,0.9990471071215984,0.00011836332474779202
120,0.9991479204073075,0.00013797269719613512
121,0.9990816535589142,0.00014031270612824062
122,0.9992029037461142,0.00014045858190721476
123,0.9991259563445206,0.00021169013344445988
124,0.999126469327444,0.00023605574156623273
125,0.9992099892520155,7.111388547811231e-05
126,0.9991769477215703,0.00010896843464049152
127,0.9991685477316541,6.575211564832801e-05
128,0.9991610772721711,0.0001461466106271003
129,0.9991936904287619,8.796419075018675e-05
130,0.9991194060491507,0.0002896778512969748
131,0.9991685981835221,9.903257253177504e-05
132,0.9991535617709347,9.285564446107026e-05
133,0.9992147799768428,0.0001279878568440418
134,0.999210921264417,8.26521121315186e-05
135,0.9992239312448461,0.00014211728380517647
136,0.9991966698759714,9.3909902966427e-05
137,0.9992177315646368,3.556274271209672e-05
138,0.9991799672245163,0.00012955155176057461
139,0.9991553363939307,5.6981703574965685e-05
140,0.9992026040727339,8.447650589125187e-05
141,0.9991774948217623,9.215528856953359e-05
142,0.9991669216865047,9.229508501148606e-05
143,0.9991690781712801,0.00013766910172136675
144,0.9991432312736291,6.144254961756245e-05
145,0.9991981207799178,5.916024354959641e-05
146,0.9992053956436511,7.774414383345362e-05
147,0.9992173557292372,8.3677462291996e-05
148,0.9991963400902744,6.931279288728697e-05
149,0.9991886712104142,3.891400533928192e-05
150,0.9991958104277551,9.694223217620885e-05
151,0.9992167166429289,9.211853849535391e-05
152,0.9992322016883779,8.347658946640827e-05
153,0.9992203893401396,6.892899657464861e-05
154,0.9992317889195249,8.307849813390012e-05
155,0.9991844937024638,6.72471418314453e-05
156,0.9991543748602965,0.00015494198064828704
157,0.9992434788797688,5.753176606059431e-05
158,0.9992117888979738,2.908076324876627e-05
159,0.9992348984362207,7.831731586528986e-05
160,0.9992171962809848,6.451092916170435e-05
161,0.9991957126606452,8.031091364359647e-05
162,0.999242833721455,6.063711516354348e-05
163,0.9992518501933059,3.873800602495614e-05
164,0.9992268907923757,4.5438247790468375e-05
165,0.9992534671621938,5.489855699900502e-05
166,0.9991986845176628,7.026216972316049e-05
167,0.9992321891790809,5.943278220628349e-05
168,0.9992285069553031,8.561828051104695e-05
169,0.9992326458913053,3.752677884051762e-05
170,0.9992450554141694,6.445086171039273e-05
171,0.9992043864574083,3.391612997103132e-05
172,0.9992286717972163,5.592705219584032e-05
173,0.9992297435738969,5.529267888912382e-05
174,0.9992463702335078,4.9431704799575806e-05
175,0.9992408183953317,3.929153482477469e-05
176,0.9992518118991647,2.503519773621442e-05
177,0.9992504070601365,3.279104981058989e-05
178,0.999252066427504,5.7669108293016325e-05
179,0.9992420799651887,2.2569132340145458e-05
180,0.999250138092686,2.2946238790364865e-05
