adhesivity,particle_size,avg_retained_particles,time,ratio,cluster
0.615,0.05,0.7166134550830057,202.58723992945758,0.003309252169291696,1
0.6224999999999999,0.05,0.7208436024175997,204.69952535169224,0.003298317222008416,1
0.63,0.05,0.7250001702770499,206.84576610976566,0.003286692656516126,1
0.6375,0.05,0.7290831850693911,209.0266860529118,0.0032743926996806052,1
0.645,0.05,0.7330929260167478,211.24302027661085,0.003261433038488877,1
0.6525,0.05,0.7370299466124033,213.49550919822295,0.0032478309558810962,1
0.6599999999999999,0.05,0.7408950908646679,215.78489187718296,0.00323360543565747,1
0.6675,0.05,0.7446895037502026,218.11189855211828,0.00321877723455171,1
0.6749999999999999,0.05,0.7484146353499996,220.47724236723215,0.003203368920067403,1
0.6825,0.05,0.7520722381999159,222.88161026032466,0.0031874048732050443,1
0.69,0.05,0.7556643574583548,225.32565298477684,0.0031709112557817627,1
0.6975,0.05,0.7591933135762732,227.8099742378839,0.0031539159426522737,1
0.705,0.05,0.762661677247654,230.335118867864,0.003136448419766597,1
0.7125,0.05,0.7660722365267967,232.9015601319098,0.0031185396496608655,1
0.72,0.05,0.7694279561172808,235.50968597764208,0.0031002219066403863,1
0.7274999999999999,0.05,0.7727319289725516,238.1597843202904,0.0030815285846012403,1
0.735,0.05,0.7759873204954006,240.8520272879983,0.0030624939811151825,1
0.7424999999999999,0.05,0.7791973057871155,243.5864544075699,0.003043153062086407,1
0.75,0.05,0.7823650005771201,246.36295470302466,0.003023541211966369,1
