adhesivity,particle_size,volume_liquid_time_400,total_concentration_time_400,ratio,ratio_predictions,volume_liquid_predictions,total_concentration_predictions
0.3,0.08,128.4059740315823,293.902821054922,0.43689942672441007,0.46659252232801707,126.92301458445456,272.02110730618824
0.35,0.1,89.25416434859557,192.6868049209943,0.46320849206665543,0.38967510654571463,88.35995000533575,226.75287315272683
