adhesivity,particle_size,n,product
0.7,0.07,0.04,0.8984115200012228
0.75,0.07,0.04,0.9237689188718854
0.8,0.07,0.04,0.9464930866816494
0.85,0.07,0.04,0.9668510845601299
0.9,0.07,0.04,0.9850767334807633
0.95,0.07,0.04,1.0013872692874677
1.0,0.07,0.04,1.0159720798879894
0.3,0.08,0.04,0.5542924848315955
0.35,0.08,0.04,0.6147079946242551
0.4,0.08,0.04,0.668824003614098
0.45,0.08,0.04,0.7173427829870328
0.5,0.08,0.04,0.7608510208060665
0.55,0.08,0.04,0.7998688912635573
0.6,0.08,0.04,0.8348567493191922
0.65,0.08,0.04,0.8662284027677027
0.7,0.08,0.04,0.8943504760488448
0.75,0.08,0.04,0.9195537349455531
0.8,0.08,0.04,0.942135838310021
0.85,0.08,0.04,0.9623577446768644
0.9,0.08,0.04,0.9804631000193703
0.95,0.08,0.04,0.9966634029584139
1.0,0.08,0.04,1.0111491592391624
0.3,0.09,0.04,0.552406007494227
0.35,0.09,0.04,0.6125334317669104
0.4,0.09,0.04,0.6664176763140209
0.45,0.09,0.04,0.7147231838079182
0.5,0.09,0.04,0.7580312721836986
0.55,0.09,0.04,0.7968640212063298
0.6,0.09,0.04,0.8316820119958211
0.65,0.09,0.04,0.8628954177490279
0.7,0.09,0.04,0.890872418714726
0.75,0.09,0.04,0.9159410082408272
0.8,0.09,0.04,0.9383913881180048
0.85,0.09,0.04,0.9585024243044225
0.9,0.09,0.04,0.9764981583800506
0.95,0.09,0.04,0.9925924262579777
1.0,0.09,0.04,1.0069819239578468
0.3,0.1,0.04,0.5507626566399245
0.35,0.1,0.04,0.6106710950876754
0.4,0.1,0.04,0.6643519453280777
0.45,0.1,0.04,0.7124661321094871
0.5,0.1,0.04,0.7555979195622082
0.55,0.1,0.04,0.7942662215043824
0.6,0.1,0.04,0.8289312647668632
0.65,0.1,0.04,0.8600037783856609
0.7,0.1,0.04,0.887846517200222
0.75,0.1,0.04,0.9127921232593285
0.8,0.1,0.04,0.9351316458708003
0.85,0.1,0.04,0.9551319801862893
0.9,0.1,0.04,0.9730267505910934
0.95,0.1,0.04,0.9890290290995282
1.0,0.1,0.04,1.0033285591992969
0.3,0.03,0.09,0.74450338209955
0.35,0.03,0.09,0.8251565165267275
0.4,0.03,0.09,0.8974210944164298
0.45,0.03,0.09,0.9621509074255185
0.5,0.03,0.09,1.0200872048363463
0.55,0.03,0.09,1.0718821330474941
0.6,0.03,0.09,1.1181070080170499
0.65,0.03,0.09,1.1592847443952186
0.7,0.03,0.09,1.195861708919335
0.75,0.03,0.09,1.2282534103902838
0.8,0.03,0.09,1.2557403225266102
0.85,0.03,0.09,1.2793447436953655
0.9,0.03,0.09,1.300195503211724
0.95,0.03,0.09,1.318575334134102
1.0,0.03,0.09,1.3347823699133088
0.3,0.04,0.09,0.7357777907746545
0.35,0.04,0.09,0.8146945420290399
0.4,0.04,0.09,0.8852257347353384
0.45,0.04,0.09,0.9482066377391054
0.5,0.04,0.09,1.0043692108489488
0.55,0.04,0.09,1.0543456782628788
0.6,0.04,0.09,1.0987003243348357
0.65,0.04,0.09,1.136050422436658
0.7,0.04,0.09,1.169156245196695
0.75,0.04,0.09,1.1984952180987343
0.8,0.04,0.09,1.2244729490443957
0.85,0.04,0.09,1.2474481505625945
0.9,0.04,0.09,1.267734296278123
0.95,0.04,0.09,1.285613836838603
1.0,0.04,0.09,1.3013391671746728
0.3,0.05,0.09,0.728043710619297
0.35,0.05,0.09,0.8054563239908344
0.4,0.05,0.09,0.8744793696909444
0.45,0.05,0.09,0.935923502332131
0.5,0.05,0.09,0.9900755210099944
0.55,0.05,0.09,1.0365501590422583
0.6,0.05,0.09,1.077794921075944
0.65,0.05,0.09,1.1143706950424357
0.7,0.05,0.09,1.146801205375533
0.75,0.05,0.09,1.175524502894155
0.8,0.05,0.09,1.2009666842704965
0.85,0.05,0.09,1.223440690060938
0.9,0.05,0.09,1.2432775811493209
0.95,0.05,0.09,1.2607604300362318
1.0,0.05,0.09,1.276134468454366
0.3,0.06,0.09,0.7210949749050465
0.35,0.06,0.09,0.7971885775978039
0.4,0.06,0.09,0.864862604092474
0.45,0.06,0.09,0.9234075074300029
0.5,0.06,0.09,0.9749109037867508
0.55,0.06,0.09,1.0206204189812416
0.6,0.06,0.09,1.0611636177478743
0.65,0.06,0.09,1.0971337385509488
0.7,0.06,0.09,1.1290202554257944
0.75,0.06,0.09,1.1572523471781802
0.8,0.06,0.09,1.1822314388302955
0.85,0.06,0.09,1.204304328610425
