adhesivity,particle_size,n,product
0.45,0.09,0.05,0.7602529082465278
0.5,0.09,0.05,0.804528109085329
0.55,0.09,0.05,0.844021164184732
0.6,0.09,0.05,0.8792477301923614
0.65,0.09,0.05,0.9106644545826001
0.7,0.09,0.05,0.9386769060614495
0.75,0.09,0.05,0.9636451418405375
0.8,0.09,0.05,0.9858833937521024
0.85,0.09,0.05,1.005697877440849
0.9,0.09,0.05,1.0233250953764021
0.95,0.09,0.05,1.0389968878321845
1.0,0.09,0.05,1.052924280142033
0.3,0.1,0.05,0.5914433040715883
0.35,0.1,0.05,0.6536696434884393
0.4,0.1,0.05,0.7090894962181608
0.45,0.1,0.05,0.7584734961298403
0.5,0.1,0.05,0.8024931028215546
0.55,0.1,0.05,0.8417377492524594
0.6,0.1,0.05,0.8767250008577331
0.65,0.1,0.05,0.9079125058733956
0.7,0.1,0.05,0.9357028356793586
0.75,0.1,0.05,0.9604626192859255
0.8,0.1,0.05,0.9825083217366168
0.85,0.1,0.05,1.0021289842495535
0.9,0.1,0.05,1.019577861873991
0.95,0.1,0.05,1.0350831064359705
1.0,0.1,0.05,1.048848261657586
0.3,0.03,0.06,0.6363699733425503
0.35,0.03,0.06,0.7059752057274733
0.4,0.03,0.06,0.7684790983094243
0.45,0.03,0.06,0.8246047951802127
0.5,0.03,0.06,0.8749844063722167
0.55,0.03,0.06,0.9201789154271648
0.6,0.03,0.06,0.9606817856235208
0.65,0.03,0.06,0.9969402080768928
0.7,0.03,0.06,1.0293438560506647
0.75,0.03,0.06,1.05824950571761
0.8,0.03,0.06,1.0833413467517685
0.85,0.03,0.06,1.1052908691030192
0.9,0.03,0.06,1.1248371883816985
0.95,0.03,0.06,1.1422235847872788
1.0,0.03,0.06,1.1576936038406327
0.3,0.04,0.06,0.6329074404503006
0.35,0.04,0.06,0.7015658136687235
0.4,0.04,0.06,0.7631019800549521
0.45,0.04,0.06,0.8182363055304465
0.5,0.04,0.06,0.8676011722598514
0.55,0.04,0.06,0.9117489684828349
0.6,0.04,0.06,0.9511704726529634
0.65,0.04,0.06,0.9852087572604086
0.7,0.04,0.06,1.0155608567218797
0.75,0.04,0.06,1.0426248344944045
0.8,0.04,0.06,1.0667459339851073
0.85,0.04,0.06,1.0882311077662146
0.9,0.04,0.06,1.1073512819633018
0.95,0.04,0.06,1.1243500588174513
1.0,0.04,0.06,1.1394455886792192
0.3,0.05,0.06,0.6299966762694782
0.35,0.05,0.06,0.6978450266224394
0.4,0.05,0.06,0.7585497019689309
0.45,0.05,0.06,0.8128249398769126
0.5,0.05,0.06,0.8610568470192437
0.55,0.05,0.06,0.903197602653493
0.6,0.05,0.06,0.9407813794027192
0.65,0.05,0.06,0.9742882526973569
0.7,0.05,0.06,1.0041606033768475
0.75,0.05,0.06,1.0307766307196375
0.8,0.05,0.06,1.054493744611736
0.85,0.05,0.06,1.075595372175129
0.9,0.05,0.06,1.0943625900107221
0.95,0.05,0.06,1.111039757358141
1.0,0.05,0.06,1.1258420407766805
0.3,0.06,0.06,0.6275272927049665
0.35,0.06,0.06,0.6946765368005183
0.4,0.06,0.06,0.7546516249912638
0.45,0.06,0.06,0.8073282811504534
0.5,0.06,0.06,0.8540348668273707
0.55,0.06,0.06,0.8956703310104851
0.6,0.06,0.06,0.9327759970155569
0.65,0.06,0.06,0.965852230405985
0.7,0.06,0.06,0.9953241545036728
0.75,0.06,0.06,1.0215679482563556
0.8,0.06,0.06,1.0449287074399054
0.85,0.06,0.06,1.0657085538351196
0.9,0.06,0.06,1.0841772344605642
0.95,0.06,0.06,1.1005889312899264
1.0,0.06,0.06,1.115139841813554
0.3,0.07,0.06,0.6254233331589155
0.35,0.07,0.06,0.6919555785721521
0.4,0.07,0.06,0.7503407345708043
0.45,0.07,0.06,0.8022526011633646
0.5,0.07,0.06,0.848496570958046
0.55,0.07,0.06,0.8897009853878848
0.6,0.07,0.06,0.9264136638894359
0.65,0.07,0.06,0.9591117694010421
