adhesivity,particle_size,volume_time_400_scaled,efficiency_time_400,gamma,weight_coefficient
0.3,0.06,0.41480904751286407,0.46178319731128864,0.03295966488612792,3.0
0.4,0.06,0.3558398616549636,0.5604638893464151,0.02525290973764471,3.0
0.5,0.06,0.29419469695762346,0.6415550260704604,0.01633572567719324,3.0
0.6,0.06,0.24950103455779643,0.7076677778829498,0.010991234499621224,3.0
0.7,0.06,0.21674897912350374,0.7615238694067746,0.007754516108431217,3.0
0.8,0.06,0.19160798489793662,0.8054122765247872,0.005665771501722413,3.0
0.9,0.06,0.17168598089609802,0.8411870811171378,0.004256935760051162,3.0
1.0,0.06,0.15553626342340615,0.8703538072908386,0.0032748455126294825,3.0
0.1,0.07,0.6117711659696404,0.19252981296542002,0.04408237662931388,3.0
0.2,0.07,0.4606402122590763,0.3416906704550045,0.03339786184934304,3.0
0.3,0.07,0.3762661769638106,0.4629358024203812,0.024660751778585198,3.0
0.4,0.07,0.3076714195612326,0.5621467385302379,0.016372355318073604,3.0
0.5,0.07,0.252032168024379,0.6433378947331997,0.010299284607938984,3.0
0.6,0.07,0.21376426745352917,0.7093903000834051,0.006929319371724013,3.0
0.7,0.07,0.18565133662985264,0.7631532277509142,0.004883216579612637,3.0
0.8,0.07,0.16409862458425375,0.8069255153805318,0.003565728491274664,3.0
0.9,0.07,0.14703604922730884,0.8425729334014707,0.0026784218470335503,3.0
1.0,0.07,0.1331530759782803,0.8716128098994396,0.002057677055955848,3.0
0.1,0.08,0.5795392238040903,0.1931621527426462,0.037598501922917096,3.0
0.2,0.08,0.42711287252768476,0.34266150611904167,0.02669889585037022,3.0
0.3,0.08,0.3438691358022688,0.46410448576073793,0.018871019249569774,3.0
0.4,0.08,0.2691219167986588,0.563927504642683,0.010991842052962766,3.0
0.5,0.08,0.22044745742430943,0.6451202713738297,0.006911239947888228,3.0
0.6,0.08,0.18692849279354398,0.7111167762337433,0.00464480447787601,3.0
0.7,0.08,0.1623161304501333,0.764785890014974,0.0032705809968679367,3.0
0.8,0.08,0.1434526166077957,0.8084424563350022,0.0023865719711513166,3.0
0.9,0.08,0.12850760740484973,0.8439646349532575,0.001791062586711278,3.0
1.0,0.08,0.11638982594754904,0.8728728364917973,0.0013762458893492482,3.0
0.1,0.09,0.5505323062238132,0.19379452316614285,0.03233627033821007,3.0
0.2,0.09,0.39797540013200466,0.3436380760876833,0.02166057409701598,3.0
0.3,0.09,0.30860284819831635,0.4656556088352911,0.013685624769308657,3.0
0.4,0.09,0.2391389659068632,0.5657094724610232,0.007736499317515111,3.0
0.5,0.09,0.19585905019078312,0.6469057934963589,0.004860399559402255,3.0
0.6,0.09,0.16605836307051597,0.7128451820421337,0.003264205379902035,3.0
0.7,0.09,0.14419266028156724,0.7664184940179894,0.002297711189344342,3.0
0.8,0.09,0.12739668708186636,0.8099620019161586,0.0016747078206088514,3.0
0.9,0.09,0.11413768914742661,0.845355088696153,0.001256974298677049,3.0
1.0,0.09,0.10334867319268845,0.8741357771700036,0.0009649251187851504,3.0
0.1,0.1,0.5242120444678878,0.1944288842654891,0.028007978838476104,3.0
0.2,0.1,0.37248857239107624,0.34461755838649843,0.01781050615154817,3.0
0.3,0.1,0.27768164453186367,0.46733979224722255,0.010006317509530346,3.0
0.4,0.1,0.21516527267718782,0.5674916081303951,0.005652960858846475,3.0
0.5,0.1,0.17619224177887685,0.6486926390085266,0.0035481282865089726,3.0
0.6,0.1,0.1493638246045476,0.7145754974438763,0.0023811370748564827,3.0
0.7,0.1,0.12967032144293406,0.7680560539435007,0.0016746138508753118,3.0
0.8,0.1,0.11457692026138659,0.8114810466663523,0.0012205900192397757,3.0
0.9,0.1,0.10262165975318625,0.8467504687983013,0.0009151084152452658,3.0
1.0,0.1,0.09290354998575864,0.8754030344896051,0.0007019480562879972,3.0
0.1,0.01,0.9170321641968878,0.18874509498820655,0.14243788676901029,3.25
0.2,0.01,0.8584327990029899,0.3359595622258922,0.2045655466558192,3.25
0.3,0.01,0.8151190619379817,0.4562572461379629,0.2347892375537551,3.25
0.4,0.01,0.7817430463784754,0.5546076790821602,0.24914029012492597,3.25
0.5,0.01,0.7550114909282998,0.6350503835914213,0.2547752622962637,3.25
0.6,0.01,0.7327849991242033,0.7008724230405263,0.25516013645864305,3.25
0.7,0.01,0.7136005964311287,0.754751216732565,0.2520770083390852,3.25
0.8,0.01,0.6964293536226862,0.7988690418846632,0.24650518680822675,3.25
0.9,0.01,0.680529948202098,0.835006028172328,0.23902490123494538,3.25
1.0,0.01,0.6653280651508757,0.8646151168673579,0.22997960068660042,3.25
0.1,0.02,0.8467339341669604,0.18937481687757338,0.11028078849450941,3.25
0.2,0.02,0.7515359017085491,0.3369035351264104,0.13315031479634762,3.25
0.3,0.02,0.6863852671222119,0.45733119423828683,0.1346097980594781,3.25
0.4,0.02,0.6381505675898275,0.5557086323165746,0.1290765689327315,3.25
0.5,0.02,0.5998268500230551,0.6361247509513999,0.12081656276640308,3.25
0.6,0.02,0.5673823623335611,0.7018951470017989,0.11126759241545936,3.25
0.7,0.02,0.5382990767537157,0.7557133855143053,0.100968040581249,3.25
0.8,0.02,0.5109576120286241,0.7997705327598604,0.09020201462835739,3.25
0.9,0.02,0.484286682946933,0.8358511219828629,0.07919762208297804,3.25
1.0,0.02,0.4576705443779381,0.8654095298144691,0.06823682329027886,3.25
0.1,0.03,0.7864284471370384,0.19000473846661342,0.0870275744498963,3.25
