adhesivity,particle_size,weight_coefficient,gamma
1.0,0.1,0.75,13.175808474301977
0.6,0.07,0.75,19.947183020407778
0.5,0.08,0.75,18.563698356338293
0.6,0.06,0.75,22.34491350926346
0.7,0.03,0.75,36.212336877263475
0.5,0.09,0.75,17.035063905753564
0.7,0.01,0.75,83.86923658224048
0.6,0.04,0.75,30.16842172181225
0.6,0.05,0.75,25.57116474341304
0.7,0.05,0.75,24.766015772373127
0.2,0.1,0.75,15.399537942988827
0.4,0.1,0.75,16.035539314044495
0.7,0.04,0.75,29.230059895279204
0.6,0.01,0.75,86.62027092663662
0.4,0.09,0.75,17.303191109540588
0.6,0.03,0.75,37.352855907912684
0.8,0.1,0.75,14.293751667629163
0.7,0.06,0.75,21.636963353271458
0.4,0.08,0.75,18.846472326577008
0.7,0.07,0.75,19.305466443469538
0.6,0.02,0.75,50.595685843314875
0.2,0.01,1.0,440.9610655738671
0.8,0.04,1.0,92.38622828191929
0.3,0.04,1.0,127.13009117152076
0.9,0.01,1.0,353.0709899427459
0.3,0.05,1.0,102.05145677537524
0.8,0.05,1.0,73.9983913918087
0.2,0.02,1.0,267.7302328065782
0.8,0.07,1.0,52.96614688635415
0.3,0.07,1.0,73.40566335733449
0.9,0.02,1.0,173.04594561450847
1.0,0.09,1.0,36.13630910431177
0.9,0.03,1.0,115.28832521914588
0.3,0.06,1.0,85.34119938947683
0.8,0.06,1.0,61.72936932678967
0.2,0.03,1.0,177.2864082893054
1.0,0.08,1.0,40.63740700544948
0.1,0.09,1.0,62.89078074657614
0.3,0.03,1.0,168.91923488554278
0.9,0.06,1.0,57.76801165548855
0.7,0.1,1.0,39.837630160418094
0.2,0.06,1.0,89.68017643414923
0.8,0.03,1.0,123.064044505078
0.1,0.08,1.0,70.40915519614596
0.8,0.02,1.0,184.66429156047894
0.1,0.1,1.0,56.86791408573249
0.2,0.07,1.0,77.17981951161242
0.9,0.07,1.0,49.55543812528666
0.3,0.02,1.0,253.6797633119799
0.9,0.05,1.0,69.2751821515108
0.2,0.05,1.0,107.16262801464022
0.8,0.01,1.0,377.1559894862742
0.2,0.04,1.0,133.39095136747778
0.9,0.04,1.0,86.53334097665359
0.3,0.01,1.0,490.77747160064
1.0,0.04,1.0,81.14836125726369
0.1,0.01,1.0,326.3591278266887
1.0,0.05,1.0,64.94294216521033
1.0,0.07,1.0,46.423170680072985
0.1,0.03,1.0,181.21984207145945
0.8,0.09,1.0,41.27459028252596
0.3,0.09,1.0,57.481058866436776
0.1,0.02,1.0,232.9381930492748
1.0,0.06,1.0,54.14863161694093
0.3,0.08,1.0,64.44972926228058
0.8,0.08,1.0,46.38927429523588
0.6,0.1,1.0,42.6926917067658
0.9,0.08,1.0,43.38235038886021
0.2,0.08,1.0,67.81830325440396
1.0,0.03,1.0,108.16533941251673
0.1,0.07,1.0,80.05439686534233
0.2,0.09,1.0,60.53115953977361
0.9,0.09,1.0,38.594750533118706
0.1,0.06,1.0,92.94227073442129
1.0,0.02,1.0,162.36360722411507
0.1,0.04,1.0,138.55776348135987
0.1,0.05,1.0,110.99076886877137
1.0,0.01,1.0,330.9732238861671
0.5,0.06,1.0,75.49683459057573
0.4,0.03,1.0,159.5901174035778
0.6,0.09,1.0,47.349561621048274
0.4,0.02,1.0,239.36213090789036
0.5,0.07,1.0,64.85673775273922
0.6,0.08,1.0,53.171194872631
0.5,0.05,1.0,90.38725000476103
0.4,0.01,1.0,494.44911612126754
0.5,0.04,1.0,112.72226377883969
0.3,0.1,1.0,51.90867282655531
0.4,0.04,1.0,120.02679705636523
0.5,0.01,1.0,462.22325471093677
0.4,0.05,1.0,96.30941102273373
0.5,0.1,1.0,45.7178441169472
0.7,0.08,1.0,49.65483451603672
0.4,0.07,1.0,69.18259401812614
0.5,0.02,1.0,224.84941495724922
0.9,0.1,1.0,34.757975401948094
0.7,0.09,1.0,44.204768616578534
0.5,0.03,1.0,149.94792838633953
0.4,0.06,1.0,80.48411149363072
0.7,0.02,1.0,197.21880974347525
1.0,0.1,1.0,32.53121982895593
0.6,0.07,1.0,60.65691913438732
0.5,0.08,1.0,56.886049422896505
0.6,0.06,1.0,70.62553708200514
0.7,0.03,1.0,131.4751537319355
0.5,0.09,1.0,50.68094171084469
0.7,0.01,1.0,403.46004854594366
0.6,0.04,1.0,105.56009571943709
0.6,0.05,1.0,84.60783489790732
0.7,0.05,1.0,79.10850223450385
0.2,0.1,1.0,54.69855977476832
0.4,0.1,1.0,48.84179464215691
0.7,0.04,1.0,98.74104777385084
0.6,0.01,1.0,431.84480283775673
0.4,0.09,1.0,54.11327129921848
0.6,0.03,1.0,140.45853431601964
0.8,0.1,1.0,37.19079967100687
0.7,0.06,1.0,66.02380850883951
0.4,0.08,1.0,60.70610039396938
0.7,0.07,1.0,56.67216671413743
0.6,0.02,1.0,210.67990498988607
0.2,0.01,1.25,2663.987896933313
0.8,0.04,1.25,302.6300770989526
0.3,0.04,1.25,519.1262034391686
0.9,0.01,1.25,1601.4077966250832
0.3,0.05,1.25,394.0833723437641
0.8,0.05,1.25,229.20661020270742
0.2,0.02,1.25,1426.5538275509175
0.8,0.07,1.25,150.76120973835256
0.3,0.07,1.25,260.5755102021452
0.9,0.02,1.25,656.4386130212401
1.0,0.09,1.25,91.62943668774787
0.9,0.03,1.25,394.95245290656413
0.3,0.06,1.25,314.8586485769029
0.8,0.06,1.25,182.64603076249324
0.2,0.03,1.25,851.204966396672
1.0,0.08,1.25,106.14993710605606
0.1,0.09,1.25,268.41410776804946
0.3,0.03,1.25,741.2436488804686
0.9,0.06,1.25,166.29765529969546
0.7,0.1,1.25,106.91007645671905
0.2,0.06,1.25,361.9682542387092
0.8,0.03,1.25,433.2823936372705
0.1,0.08,1.25,309.48765815761504
0.8,0.02,1.25,719.9300225587655
0.1,0.1,1.25,236.38622433780398
0.2,0.07,1.25,299.72305349308283
0.9,0.07,1.25,137.2341744834575
0.3,0.02,1.25,1233.4571347363458
0.9,0.05,1.25,208.77466371791735
0.2,0.05,1.25,452.7046486495817
0.8,0.01,1.25,1758.6162298417114
0.2,0.04,1.25,595.8426362379405
0.9,0.04,1.25,275.8124122440367
0.3,0.01,1.25,2816.830746591518
1.0,0.04,1.25,252.34159261625445
0.1,0.01,1.25,2121.6534766821505
1.0,0.05,1.25,190.94026366687294
1.0,0.07,1.25,125.41156804723894
0.1,0.03,1.25,1015.2234863615894
0.8,0.09,1.25,110.27759909679702
0.3,0.09,1.25,191.59745678320934
0.1,0.02,1.25,1390.6907642148255
1.0,0.06,1.25,152.0759013743204
0.3,0.08,1.25,221.26032704736477
0.8,0.08,1.25,127.67612549622096
0.6,0.1,1.25,118.69430763757818
0.9,0.08,1.25,116.16098473012423
0.2,0.08,1.25,254.72241265390932
1.0,0.03,1.25,361.53953839061666
0.1,0.07,1.25,363.8105232579083
0.2,0.09,1.25,220.75056432530033
0.9,0.09,1.25,100.32299866985758
0.1,0.06,1.25,438.98643602261313
1.0,0.02,1.25,600.9152241047807
0.1,0.04,1.25,724.9708572627229
0.1,0.05,1.25,548.7020008628646
1.0,0.01,1.25,1464.2070485808342
0.5,0.06,1.25,248.658008392328
0.4,0.03,1.25,657.1692285837878
0.6,0.09,1.25,135.17492848125656
0.4,0.02,1.25,1091.6633220396654
0.5,0.07,1.25,205.5105359514206
0.6,0.08,1.25,156.35446716112705
0.5,0.05,1.25,311.62135592739537
0.4,0.01,1.25,2705.7094536801787
0.5,0.04,1.25,410.9676600872168
0.3,0.1,1.25,168.51622285195134
0.4,0.04,1.25,459.90753602656525
0.5,0.01,1.25,2403.1452215267295
0.4,0.05,1.25,348.9899253911144
0.5,0.1,1.25,132.46386897247336
0.7,0.08,1.25,140.95060907438864
0.4,0.07,1.25,230.42713952531085
0.5,0.02,1.25,975.590778491588
0.9,0.1,1.25,87.97904186333506
0.7,0.09,1.25,121.82036827896796
0.5,0.03,1.25,587.5217487130168
0.4,0.06,1.25,278.6246328313308
0.7,0.02,1.25,792.8573186526146
1.0,0.1,1.25,80.31994891424837
0.6,0.07,1.25,184.45019705847108
0.5,0.08,1.25,174.31993112726553
0.6,0.06,1.25,223.22603692575666
0.7,0.03,1.25,477.3432906974088
0.5,0.09,1.25,150.78064085398066
0.7,0.01,1.25,1940.8786511735616
0.6,0.04,1.25,369.35753255664025
0.6,0.05,1.25,279.94367084727816
0.7,0.05,1.25,252.69123557482226
0.2,0.1,1.25,194.2871566997946
0.4,0.1,1.25,148.76461945856127
0.7,0.04,1.25,333.55369610626525
0.6,0.01,1.25,2152.95948330535
0.4,0.09,1.25,169.23156614089834
0.6,0.03,1.25,528.1684460979926
0.8,0.1,1.25,96.76644818878279
0.7,0.06,1.25,201.46742492646578
0.4,0.08,1.25,195.53954507687004
0.7,0.07,1.25,166.3639927830607
0.6,0.02,1.25,877.2689138754322
0.2,0.01,1.5,16094.009356067192
0.8,0.04,1.5,991.3270112666985
0.3,0.04,1.5,2119.8129617760846
0.9,0.01,1.5,7263.4314462014145
0.3,0.05,1.5,1521.7980150902433
0.8,0.05,1.5,709.9569216639935
0.2,0.02,1.5,7601.143141612999
0.8,0.07,1.5,429.12206565713524
0.3,0.07,1.5,924.9912528761848
0.9,0.02,1.5,2490.157461563324
1.0,0.09,1.5,232.34120683100403
0.9,0.03,1.5,1353.0202625495945
0.3,0.06,1.5,1161.6425512282854
0.8,0.06,1.5,540.4165459182174
0.2,0.03,1.5,4086.889129346004
1.0,0.08,1.5,277.2767747240527
0.1,0.09,1.5,1145.5754308287924
0.3,0.03,1.5,3252.691426041122
0.9,0.06,1.5,478.7235940039288
0.7,0.1,1.5,286.90874436948593
0.2,0.06,1.5,1460.9808129985727
0.8,0.03,1.5,1525.4953905589882
0.1,0.08,1.5,1360.3715352790898
0.8,0.02,1.5,2806.7106694079926
0.1,0.1,1.5,982.600609764617
0.2,0.07,1.5,1163.9559325699256
0.9,0.07,1.5,380.0434293112633
0.3,0.02,1.5,5997.390108571375
0.9,0.05,1.5,629.1843464980177
0.2,0.05,1.5,1912.434425189188
0.8,0.01,1.5,8200.137688586881
0.2,0.04,1.5,2661.563198398018
0.9,0.04,1.5,879.1118647366054
0.3,0.01,1.5,16167.277257175923
1.0,0.04,1.5,784.6896521081376
0.1,0.01,1.5,13792.822358282285
1.0,0.05,1.5,561.3879364508598
1.0,0.07,1.5,338.79765577534044
0.1,0.03,1.5,5687.449649436062
0.8,0.09,1.5,294.64008677761336
0.3,0.09,1.5,638.637947347009
0.1,0.02,1.5,8302.720890701254
1.0,0.06,1.5,427.1036790443379
0.3,0.08,1.5,759.6018305348966
0.8,0.08,1.5,351.4000438545528
0.6,0.1,1.5,329.99415362070914
0.9,0.08,1.5,311.03373267062545
0.2,0.08,1.5,956.7256093806072
1.0,0.03,1.5,1208.4355166787793
0.1,0.07,1.5,1653.351995841397
0.2,0.09,1.5,805.0533315476748
0.9,0.09,1.5,260.7790936095203
0.1,0.06,1.5,2073.4278330953857
1.0,0.02,1.5,2224.015053216104
0.1,0.04,1.5,3793.2392287131133
0.1,0.05,1.5,2712.6029382396855
1.0,0.01,1.5,6477.570166978699
0.5,0.06,1.5,818.9853981686989
0.4,0.03,1.5,2706.1286878139026
0.6,0.09,1.5,385.9013824911585
0.4,0.02,1.5,4978.769215357925
0.5,0.07,1.5,651.1980381753993
0.6,0.08,1.5,459.77374516034257
0.5,0.05,1.5,1074.3536224955776
0.4,0.01,1.5,14806.101192299007
0.5,0.04,1.5,1498.3235074921126
0.3,0.1,1.5,547.0707652105659
0.4,0.04,1.5,1762.2309924232825
0.5,0.01,1.5,12494.193870358957
0.4,0.05,1.5,1264.6112849319193
0.5,0.1,1.5,383.80367495614684
0.7,0.08,1.5,400.1035224883244
0.4,0.07,1.5,767.4859172800823
0.5,0.02,1.5,4232.954607681701
0.9,0.1,1.5,222.69167630392644
0.7,0.09,1.5,335.7149599932013
0.5,0.03,1.5,2302.0111643119426
0.4,0.06,1.5,964.5591481312114
0.7,0.02,1.5,3187.4379961965606
1.0,0.1,1.5,198.31086038296021
0.6,0.07,1.5,560.8902608378819
0.5,0.08,1.5,534.1808527133144
0.6,0.06,1.5,705.5502247539798
0.7,0.03,1.5,1733.0773968015842
0.5,0.09,1.5,448.58680381371676
0.7,0.01,1.5,9336.760732958515
