adhesivity_throughput_100,particle_size,weight_coefficient
0.39,0.02,4.85
0.4,0.02,4.85
0.41,0.02,4.85
0.42,0.02,4.85
0.43,0.02,4.85
0.44,0.02,4.85
0.45,0.02,4.85
0.46,0.02,4.85
0.47,0.02,4.85
0.48,0.02,4.85
0.49,0.02,4.85
0.09,0.04,4.85
0.1,0.04,4.85
0.11,0.04,4.85
0.12,0.04,4.85
0.13,0.04,4.85
0.14,0.04,4.85
0.15,0.04,4.85
0.16,0.04,4.85
0.17,0.04,4.85
0.18,0.04,4.85
0.19,0.04,4.85
0.2,0.04,4.85
0.21,0.04,4.85
0.22,0.04,4.85
0.23,0.04,4.85
0.24,0.04,4.85
0.25,0.04,4.85
0.26,0.04,4.85
0.27,0.04,4.85
0.28,0.04,4.85
0.29,0.04,4.85
0.3,0.04,4.85
0.31,0.04,4.85
0.06,0.06,4.85
0.07,0.06,4.85
0.08,0.06,4.85
0.09,0.06,4.85
0.1,0.06,4.85
0.11,0.06,4.85
0.12,0.06,4.85
0.13,0.06,4.85
0.14,0.06,4.85
0.15,0.06,4.85
0.16,0.06,4.85
0.17,0.06,4.85
0.18,0.06,4.85
0.19,0.06,4.85
0.2,0.06,4.85
0.04,0.08,4.85
0.05,0.08,4.85
0.06,0.08,4.85
0.07,0.08,4.85
0.08,0.08,4.85
0.09,0.08,4.85
0.1,0.08,4.85
0.11,0.08,4.85
0.12,0.08,4.85
0.13,0.08,4.85
0.14,0.08,4.85
0.04,0.1,4.85
0.05,0.1,4.85
0.06,0.1,4.85
0.07,0.1,4.85
0.08,0.1,4.85
0.09,0.1,4.85
0.1,0.1,4.85
0.11,0.1,4.85
0.25,0.02,4.9
0.26,0.02,4.9
0.27,0.02,4.9
0.28,0.02,4.9
0.29,0.02,4.9
0.3,0.02,4.9
0.31,0.02,4.9
0.32,0.02,4.9
0.33,0.02,4.9
0.34,0.02,4.9
0.35,0.02,4.9
0.36,0.02,4.9
0.37,0.02,4.9
0.38,0.02,4.9
0.39,0.02,4.9
0.4,0.02,4.9
0.41,0.02,4.9
0.42,0.02,4.9
0.43,0.02,4.9
0.44,0.02,4.9
0.45,0.02,4.9
0.46,0.02,4.9
0.47,0.02,4.9
0.48,0.02,4.9
0.49,0.02,4.9
0.09,0.04,4.9
0.1,0.04,4.9
0.11,0.04,4.9
0.12,0.04,4.9
0.13,0.04,4.9
0.14,0.04,4.9
0.15,0.04,4.9
0.16,0.04,4.9
0.17,0.04,4.9
0.18,0.04,4.9
0.19,0.04,4.9
0.2,0.04,4.9
0.21,0.04,4.9
0.22,0.04,4.9
0.23,0.04,4.9
0.24,0.04,4.9
0.25,0.04,4.9
0.26,0.04,4.9
0.27,0.04,4.9
0.28,0.04,4.9
0.29,0.04,4.9
0.3,0.04,4.9
0.31,0.04,4.9
0.05,0.06,4.9
0.06,0.06,4.9
0.07,0.06,4.9
0.08,0.06,4.9
0.09,0.06,4.9
0.1,0.06,4.9
0.11,0.06,4.9
0.12,0.06,4.9
0.13,0.06,4.9
0.14,0.06,4.9
0.15,0.06,4.9
0.16,0.06,4.9
0.17,0.06,4.9
0.18,0.06,4.9
0.19,0.06,4.9
0.04,0.08,4.9
0.05,0.08,4.9
0.06,0.08,4.9
0.07,0.08,4.9
0.08,0.08,4.9
0.09,0.08,4.9
0.1,0.08,4.9
0.11,0.08,4.9
0.12,0.08,4.9
0.13,0.08,4.9
0.14,0.08,4.9
0.04,0.1,4.9
0.05,0.1,4.9
0.06,0.1,4.9
0.07,0.1,4.9
0.08,0.1,4.9
0.09,0.1,4.9
0.1,0.1,4.9
0.11,0.1,4.9
0.24,0.02,4.95
0.25,0.02,4.95
0.26,0.02,4.95
0.27,0.02,4.95
0.28,0.02,4.95
0.29,0.02,4.95
0.3,0.02,4.95
0.31,0.02,4.95
0.32,0.02,4.95
0.33,0.02,4.95
0.34,0.02,4.95
0.35,0.02,4.95
0.36,0.02,4.95
0.37,0.02,4.95
0.38,0.02,4.95
0.39,0.02,4.95
0.4,0.02,4.95
0.41,0.02,4.95
0.42,0.02,4.95
0.43,0.02,4.95
0.44,0.02,4.95
0.45,0.02,4.95
0.46,0.02,4.95
0.47,0.02,4.95
0.48,0.02,4.95
0.09,0.04,4.95
0.1,0.04,4.95
0.11,0.04,4.95
0.12,0.04,4.95
0.13,0.04,4.95
0.14,0.04,4.95
0.15,0.04,4.95
0.16,0.04,4.95
0.17,0.04,4.95
0.18,0.04,4.95
0.19,0.04,4.95
0.2,0.04,4.95
0.21,0.04,4.95
0.22,0.04,4.95
0.23,0.04,4.95
0.24,0.04,4.95
0.25,0.04,4.95
0.26,0.04,4.95
0.27,0.04,4.95
0.28,0.04,4.95
0.29,0.04,4.95
0.3,0.04,4.95
0.31,0.04,4.95
0.05,0.06,4.95
0.06,0.06,4.95
0.07,0.06,4.95
0.08,0.06,4.95
0.09,0.06,4.95
0.1,0.06,4.95
0.11,0.06,4.95
0.12,0.06,4.95
0.13,0.06,4.95
0.14,0.06,4.95
0.15,0.06,4.95
0.16,0.06,4.95
0.17,0.06,4.95
0.18,0.06,4.95
0.19,0.06,4.95
0.04,0.08,4.95
0.05,0.08,4.95
0.06,0.08,4.95
0.07,0.08,4.95
0.08,0.08,4.95
0.09,0.08,4.95
0.1,0.08,4.95
0.11,0.08,4.95
0.12,0.08,4.95
0.13,0.08,4.95
0.14,0.08,4.95
0.04,0.1,4.95
0.05,0.1,4.95
0.06,0.1,4.95
0.07,0.1,4.95
0.08,0.1,4.95
0.09,0.1,4.95
0.1,0.1,4.95
0.11,0.1,4.95
0.24,0.02,5.0
0.25,0.02,5.0
0.26,0.02,5.0
0.27,0.02,5.0
0.28,0.02,5.0
0.29,0.02,5.0
0.3,0.02,5.0
0.31,0.02,5.0
0.32,0.02,5.0
0.33,0.02,5.0
0.34,0.02,5.0
0.35,0.02,5.0
0.36,0.02,5.0
0.37,0.02,5.0
0.38,0.02,5.0
0.39,0.02,5.0
0.4,0.02,5.0
0.41,0.02,5.0
0.42,0.02,5.0
0.43,0.02,5.0
0.44,0.02,5.0
0.45,0.02,5.0
0.46,0.02,5.0
0.47,0.02,5.0
0.48,0.02,5.0
0.09,0.04,5.0
0.1,0.04,5.0
0.11,0.04,5.0
0.12,0.04,5.0
0.13,0.04,5.0
0.14,0.04,5.0
0.15,0.04,5.0
0.16,0.04,5.0
0.17,0.04,5.0
0.18,0.04,5.0
0.19,0.04,5.0
0.2,0.04,5.0
0.21,0.04,5.0
0.22,0.04,5.0
0.23,0.04,5.0
0.24,0.04,5.0
0.25,0.04,5.0
0.26,0.04,5.0
0.27,0.04,5.0
0.28,0.04,5.0
0.29,0.04,5.0
0.3,0.04,5.0
0.31,0.04,5.0
0.05,0.06,5.0
0.06,0.06,5.0
0.07,0.06,5.0
0.08,0.06,5.0
0.09,0.06,5.0
0.1,0.06,5.0
0.11,0.06,5.0
0.12,0.06,5.0
0.13,0.06,5.0
0.14,0.06,5.0
0.15,0.06,5.0
0.16,0.06,5.0
0.17,0.06,5.0
0.18,0.06,5.0
0.19,0.06,5.0
0.04,0.08,5.0
0.05,0.08,5.0
0.06,0.08,5.0
0.07,0.08,5.0
0.08,0.08,5.0
0.09,0.08,5.0
0.1,0.08,5.0
0.11,0.08,5.0
0.12,0.08,5.0
0.13,0.08,5.0
0.14,0.08,5.0
0.04,0.1,5.0
0.05,0.1,5.0
0.06,0.1,5.0
0.07,0.1,5.0
0.08,0.1,5.0
0.09,0.1,5.0
0.1,0.1,5.0
0.11,0.1,5.0
